unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,NCO,F3,LIAB,S11,FI	6.3 	5.9 	7.6 	6.5 	7.6 	10.2 	11.4 	11.2 	11.5 	12.0 	13.1 	13.4 	13.0 	8.2 	12.4 	14.9 	14.4 	16.5 	18.1 	18.3 	16.0 	15.3 	14.1 
PC_GDP,NCO,F3,LIAB,S11,FR	11.9 	12.5 	12.6 	13.3 	14.8 	16.3 	19.2 	18.1 	19.0 	17.9 	17.3 	16.1 	13.5 	14.3 	18.3 	19.3 	20.0 	23.4 	23.4 	27.1 	27.3 	28.9 	28.6 
PC_GDP,NCO,F3,LIAB,S11,HR	: 	: 	: 	: 	: 	: 	0.9 	1.9 	1.7 	1.7 	1.5 	2.0 	3.0 	2.8 	3.3 	3.0 	3.1 	5.7 	5.4 	4.3 	4.7 	4.7 	3.5 
PC_GDP,NCO,F3,LIAB,S11,HU	2.8 	2.5 	1.5 	1.3 	1.1 	0.9 	0.8 	0.7 	0.6 	0.4 	1.2 	1.3 	1.3 	1.3 	1.2 	2.0 	2.1 	2.3 	2.2 	2.1 	1.3 	2.1 	1.5 
PC_GDP,NCO,F3,LIAB,S11,IE	: 	: 	: 	: 	: 	: 	1.6 	1.8 	2.8 	4.4 	4.6 	4.2 	3.5 	2.4 	3.9 	5.4 	4.8 	5.5 	5.2 	5.2 	4.2 	7.8 	5.9 
PC_GDP,NCO,F3,LIAB,S11,IT	1.6 	1.9 	1.9 	2.1 	1.7 	1.7 	2.6 	3.2 	3.4 	4.3 	4.4 	4.8 	4.4 	4.0 	5.3 	6.2 	5.5 	7.7 	8.7 	9.6 	9.0 	8.6 	9.7 
PC_GDP,NCO,F3,LIAB,S11,LT	0.0 	0.0 	1.5 	0.5 	0.2 	0.3 	1.2 	1.0 	0.4 	0.2 	0.3 	0.3 	0.3 	0.9 	0.7 	0.4 	0.3 	0.1 	0.2 	0.3 	0.3 	0.4 	1.4 
PC_GDP,NCO,F3,LIAB,S11,LU	: 	: 	: 	: 	4.4 	3.6 	3.5 	10.2 	15.4 	16.0 	11.0 	10.6 	8.7 	9.1 	38.7 	44.3 	41.8 	51.1 	48.0 	75.2 	87.3 	61.1 	56.1 
PC_GDP,NCO,F3,LIAB,S11,LV	0.0 	0.0 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	1.5 	0.9 	1.2 	0.9 	0.6 	0.1 	0.8 	0.3 	0.4 	1.9 	1.9 	3.5 	0.8 	1.0 	0.7 
PC_GDP,NCO,F3,LIAB,S11,MT	9.3 e	9.4 e	10.2 e	12.3 e	11.7 e	11.2 e	10.9 e	9.7 e	9.3 e	9.3 	9.3 	8.2 	7.9 	7.1 	7.4 	6.5 	6.3 	5.8 	4.9 	5.1 	5.0 	6.8 	6.2 
PC_GDP,NCO,F3,LIAB,S11,NL	12.8 	12.6 	12.0 	12.1 	12.9 	17.1 	17.5 	16.9 	15.9 	14.3 	14.4 	13.8 	12.5 	12.4 	11.1 	10.8 	10.6 	12.0 	11.6 	16.2 	17.4 	20.9 	19.6 p
PC_GDP,NCO,F3,LIAB,S11,PL	0.8 	0.8 	1.1 	2.1 	3.0 	3.6 	4.0 	3.3 	4.0 	3.6 	3.0 	2.4 	3.4 	2.7 	2.3 	3.2 	3.7 	4.4 	5.2 	6.4 	6.6 	6.7 	6.3 
PC_GDP,NCO,F3,LIAB,S11,PT	5.6 	6.0 	5.9 	6.2 	8.3 	8.1 	9.5 	11.1 	9.5 	10.0 	12.5 	13.1 	15.1 	17.4 	18.5 	19.0 	19.1 	21.3 	22.8 	19.8 	18.7 	17.3 	17.7 
PC_GDP,NCO,F3,LIAB,S11,RO	4.0 e	2.7 e	1.3 e	1.0 	1.0 	0.5 	0.9 	1.8 	1.2 	0.6 	0.7 	19.1 	42.5 	40.5 	40.1 	0.1 	0.4 	0.1 	0.1 	0.2 	0.2 	0.1 	0.1 
PC_GDP,NCO,F3,LIAB,S11,SE	5.0 	4.9 	7.6 	7.9 	8.9 	10.7 	12.3 	11.4 	11.5 	10.3 	11.7 	11.1 	12.4 	14.0 	16.8 	13.9 	14.2 	16.4 	19.3 	20.6 	20.3 	21.4 	23.3 
PC_GDP,NCO,F3,LIAB,S11,SI	0.7 	0.7 	0.6 	0.6 	0.6 	0.7 	0.9 	0.8 	0.8 	1.2 	1.7 	1.5 	1.5 	1.3 	2.3 	2.3 	2.1 	2.3 	2.3 	2.9 	3.0 	2.4 	2.3 
PC_GDP,NCO,F3,LIAB,S11,SK	4.7 	4.6 	5.2 	5.0 	5.1 	5.7 	4.3 	3.5 	2.6 	3.2 	2.2 	1.9 	1.5 	1.5 	1.3 	1.1 	0.8 	0.8 	4.1 	7.7 	7.2 	7.8 	8.5 
PC_GDP,NCO,F3,LIAB,S11,UK	11.5 	11.3 	12.3 	14.3 	17.4 	20.5 	20.8 	22.3 	20.0 	17.8 	18.1 	16.8 	16.4 	16.3 	19.6 	19.2 	20.9 	21.2 	21.1 	19.4 	18.4 	19.8 	19.3 
PC_GDP,NCO,F3,LIAB,S14,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,DK	1.8 	1.6 	1.4 	1.4 	1.4 	1.4 	1.4 	1.4 	1.3 	1.2 	1.0 	1.0 	1.0 	1.0 	0.9 	0.8 	0.7 	0.6 	0.5 	0.4 	0.3 	0.3 	0.3 
PC_GDP,NCO,F3,LIAB,S14,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,ES	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,LU	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,MT	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p
PC_GDP,NCO,F3,LIAB,S14,PL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,SI	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S14,UK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,ES	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,LU	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p
PC_GDP,NCO,F3,LIAB,S15,PL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,SI	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F3,LIAB,S15,UK	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.3 	0.3 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.1 
