coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOT_X_NRG,PCH_M1,EU28	0.1 	0.0 	0.4 	-0.9 	0.3 	0.9 	0.3 	0.3 	0.0 	-0.3 	0.2 r	0.3 
TOT_X_NRG,PCH_M1,FI	0.0 	0.2 	0.1 	-0.5 	0.6 	0.3 	0.2 	-0.1 	0.1 	-0.2 	0.1 	0.2 
TOT_X_NRG,PCH_M1,FR	0.0 	0.0 	0.3 	-0.6 	0.0 	1.3 	0.1 	0.3 	-0.1 	-0.2 	0.6 	-0.3 
TOT_X_NRG,PCH_M1,HR	0.0 	-0.3 	-0.4 	-0.3 	-0.1 	0.7 	0.8 	0.0 	0.7 	0.2 	0.0 	-0.3 
TOT_X_NRG,PCH_M1,HU	0.3 	0.1 	0.1 	0.2 	0.2 	0.2 	0.6 	0.4 	0.1 	0.3 	0.0 	0.2 
TOT_X_NRG,PCH_M1,IE	-0.2 	-0.3 	-0.2 	-0.8 	1.0 	0.5 	-0.3 	0.5 	-0.1 	0.4 	0.2 	-0.4 
TOT_X_NRG,PCH_M1,IS	0.5 	-2.0 	1.4 	-1.2 	0.3 	0.8 	-0.2 	0.3 	2.3 	1.6 	-0.5 	-2.7 
TOT_X_NRG,PCH_M1,IT	-0.1 	-0.3 	0.4 	-2.0 	-0.5 	2.5 	0.8 	0.2 	0.2 	-1.8 	-0.2 	1.8 
TOT_X_NRG,PCH_M1,LT	0.3 	-0.1 	0.1 	-0.4 	-0.1 	0.5 	0.9 	0.2 	0.0 	-0.6 	-0.3 	1.2 
TOT_X_NRG,PCH_M1,LU	0.1 	-0.3 	0.1 	-1.3 	1.6 	0.2 	0.1 	0.2 	0.1 	-1.0 	1.6 	0.1 
TOT_X_NRG,PCH_M1,LV	0.3 	0.0 	-0.1 	-0.4 	0.2 	1.5 	0.4 	0.4 	0.5 	-1.0 	0.1 	0.6 
TOT_X_NRG,PCH_M1,MK	-0.1 d	-0.2 d	0.0 d	-0.4 d	0.3 d	0.4 d	0.3 d	1.7 d	-0.3 d	-0.4 d	0.5 d	-0.2 d
TOT_X_NRG,PCH_M1,MT	-0.7 	-2.4 	-0.1 	-1.3 	0.6 	1.0 	2.8 	1.5 	1.4 	0.2 	0.6 	-0.9 
TOT_X_NRG,PCH_M1,NL	0.3 	-0.6 	0.0 	-0.8 	0.9 	0.3 	0.9 	0.3 	-0.6 	1.1 	0.1 r	-0.8 
TOT_X_NRG,PCH_M1,NO	0.2 	-0.3 	0.1 	-0.7 	0.9 	0.2 	0.6 	0.2 	0.4 	0.6 	-0.5 	0.6 
TOT_X_NRG,PCH_M1,PL	0.4 	0.3 	0.2 	0.2 	-0.4 	0.0 	0.5 	-0.1 	0.0 	-0.2 	-0.2 	0.2 
TOT_X_NRG,PCH_M1,PT	0.5 	-1.3 	-0.2 	-1.5 	-0.6 	2.4 	0.9 	0.7 	0.0 	-0.4 	-0.8 	1.6 
TOT_X_NRG,PCH_M1,RO	0.7 	0.5 	0.3 	0.4 	0.3 	0.3 	0.3 	0.4 	0.0 	-0.3 	0.0 	0.5 
TOT_X_NRG,PCH_M1,RS	0.1 d	-0.2 d	-0.1 d	0.3 d	0.3 d	0.2 d	0.5 d	0.8 d	0.3 d	-0.4 d	0.4 d	-0.6 d
TOT_X_NRG,PCH_M1,SE	0.0 	-0.1 	0.5 	-1.2 	0.8 	0.2 	0.5 	0.2 	0.1 	0.4 	-0.4 	0.5 
TOT_X_NRG,PCH_M1,SI	0.2 	0.2 	-0.1 	-0.9 	0.7 	0.6 	0.4 	0.9 	-0.1 	-0.9 	0.0 	0.4 
TOT_X_NRG,PCH_M1,SK	0.4 	0.3 	0.0 	0.8 	0.2 	0.2 	0.6 	-0.2 	0.1 	-0.1 	0.2 	0.0 
TOT_X_NRG,PCH_M1,TR	2.1 d	1.3 d	0.7 d	0.8 d	0.9 d	1.1 d	1.7 d	1.6 d	2.8 d	0.6 d	1.8 d	6.2 d
TOT_X_NRG,PCH_M1,UK	0.1 	0.3 	0.3 	-0.6 	0.5 	0.2 	0.3 	0.3 	-0.2 	-0.1 	0.7 	: 
TOT_X_NRG,PCH_M12,AT	2.5 	2.4 	2.4 	2.0 	2.1 	2.2 	2.0 	1.9 	1.9 	1.8 	1.8 	1.6 
TOT_X_NRG,PCH_M12,BE	1.4 	1.4 	1.7 	1.7 	1.5 	1.6 	1.4 	1.7 	1.8 	1.6 	1.6 	1.7 
TOT_X_NRG,PCH_M12,BG	1.1 	1.3 	1.2 	0.9 	1.1 	1.7 	1.7 	2.0 	2.2 	2.7 	2.9 	2.8 
TOT_X_NRG,PCH_M12,CH	0.6 e	0.6 	0.9 e	0.6 e	0.3 	0.5 e	0.1 e	0.5 	0.4 e	0.7 e	0.8 	0.6 e
TOT_X_NRG,PCH_M12,CY	0.2 	-0.1 	-0.6 	-1.7 	-0.5 	-0.3 	-0.3 	0.6 	1.0 	0.5 	0.7 	0.4 
TOT_X_NRG,PCH_M12,CZ	3.2 	2.7 	2.6 	2.3 	1.7 	1.7 	1.9 	2.0 	2.2 	1.8 	1.9 	1.7 
TOT_X_NRG,PCH_M12,DE	1.6 	1.6 	1.6 	1.6 	1.4 	1.6 	1.5 	1.8 	1.5 	1.5 	1.3 	1.5 
TOT_X_NRG,PCH_M12,DK	1.5 	1.2 	1.1 	0.6 	0.7 	0.5 	0.6 	0.6 	0.5 	0.4 	0.2 	0.1 
TOT_X_NRG,PCH_M12,EA	1.2 	1.2 	1.2 	1.2 	1.0 	1.3 	1.1 	1.4 	1.3 	1.4 	1.3 	1.3 
TOT_X_NRG,PCH_M12,EA18	1.2 	1.2 	1.2 	1.2 	1.0 	1.3 	1.1 	1.4 	1.3 	1.4 	1.3 	1.3 
TOT_X_NRG,PCH_M12,EA19	1.2 	1.2 	1.2 	1.2 	1.0 	1.3 	1.1 	1.4 	1.3 	1.4 	1.3 	1.3 
TOT_X_NRG,PCH_M12,EE	4.2 	4.3 	3.7 	3.3 	3.0 	2.4 	2.5 	2.4 	2.9 	2.1 	2.5 	2.6 
TOT_X_NRG,PCH_M12,EL	0.3 	0.7 	0.8 	0.2 	0.5 	0.2 	0.5 	0.5 	0.5 	0.2 	0.4 	0.7 
TOT_X_NRG,PCH_M12,ES	1.4 	1.2 	1.1 	1.0 	1.2 	1.3 	1.0 	1.4 	1.4 	1.3 	1.2 	1.1 
TOT_X_NRG,PCH_M12,EU	1.5 	1.5 	1.5 	1.5 	1.3 	1.5 	1.3 	1.5 	1.4 	1.5 	1.4 	1.4 
TOT_X_NRG,PCH_M12,EU28	1.5 	1.5 	1.5 	1.5 	1.3 	1.5 	1.3 	1.5 	1.4 	1.5 	1.4 	1.4 
TOT_X_NRG,PCH_M12,FI	0.3 	0.5 	0.5 	0.9 	0.7 	1.0 	0.8 	0.8 	0.8 	1.0 	0.9 	1.0 
TOT_X_NRG,PCH_M12,FR	0.8 	0.9 	0.9 	1.1 	0.9 	1.4 	1.4 	1.6 	1.4 	1.5 	1.6 	1.5 
TOT_X_NRG,PCH_M12,HR	1.8 	1.6 	1.3 	1.0 	0.7 	1.0 	1.0 	1.1 	1.2 	1.2 	1.3 	0.9 
TOT_X_NRG,PCH_M12,HU	2.3 	2.3 	2.4 	2.5 	2.3 	2.5 	2.5 	2.4 	2.3 	2.4 	2.5 	2.9 
TOT_X_NRG,PCH_M12,IE	0.3 	0.1 	0.2 	0.1 	0.5 	0.3 	-0.4 	0.2 	0.0 	0.1 	-0.1 	0.3 
TOT_X_NRG,PCH_M12,IS	-1.4 	-2.7 	-1.3 	-0.9 	-1.3 	0.0 	-1.0 	-0.5 	0.8 	1.3 	1.7 	0.6 
TOT_X_NRG,PCH_M12,IT	0.8 	0.7 	0.7 	0.8 	0.3 	0.7 	0.6 	0.9 	1.1 	1.3 	1.0 	0.9 
TOT_X_NRG,PCH_M12,LT	4.5 	4.1 	3.7 	3.4 	3.0 	2.3 	2.0 	2.3 	2.0 	1.4 	1.1 	1.7 
TOT_X_NRG,PCH_M12,LU	1.9 	1.4 	1.4 	1.2 	1.1 	1.2 	1.1 	0.9 	1.0 	0.9 	1.1 	1.4 
TOT_X_NRG,PCH_M12,LV	2.5 	2.5 	1.9 	1.7 	1.6 	2.0 	1.6 	1.7 	1.7 	1.4 	1.7 	2.3 
TOT_X_NRG,PCH_M12,MK	2.7 d	3.1 d	3.5 d	2.1 d	3.2 d	3.0 d	2.3 d	2.5 d	1.5 d	1.7 d	1.8 d	1.6 d
TOT_X_NRG,PCH_M12,MT	1.5 	1.4 	1.3 	1.2 	1.4 	1.4 	1.4 	1.8 	2.1 	2.2 	2.4 	2.5 
TOT_X_NRG,PCH_M12,NL	1.2 	1.2 	1.1 	1.1 	1.0 	0.7 	0.6 	1.2 	0.9 	1.1 	1.0 r	0.8 
TOT_X_NRG,PCH_M12,NO	0.9 	0.8 	1.3 	1.2 	1.5 	1.3 	1.5 	1.5 	1.3 	1.7 	2.2 	2.2 
TOT_X_NRG,PCH_M12,PL	1.6 	1.8 	1.7 	1.7 	0.8 	0.7 	0.8 	0.7 	0.6 	0.6 	0.7 	0.9 
TOT_X_NRG,PCH_M12,PT	1.8 	1.6 	1.5 	1.0 	0.6 	0.8 	0.1 	1.0 	1.5 	1.7 	0.8 	1.4 
TOT_X_NRG,PCH_M12,RO	1.8 	2.1 	2.3 	2.4 	2.9 	3.0 	3.1 	3.2 	3.1 	2.9 	3.3 	3.4 
TOT_X_NRG,PCH_M12,RS	2.6 d	2.6 d	3.0 d	1.9 d	1.7 d	1.5 d	0.9 d	2.0 d	2.0 d	1.9 d	2.0 d	1.5 d
TOT_X_NRG,PCH_M12,SE	1.6 	1.6 	1.6 	1.4 	1.4 	1.4 	1.3 	1.4 	1.2 	1.1 	1.0 	1.5 
TOT_X_NRG,PCH_M12,SI	0.9 	1.2 	1.4 	1.5 	1.1 	1.4 	1.5 	1.7 	1.6 	1.3 	1.3 	1.4 
TOT_X_NRG,PCH_M12,SK	2.5 	2.7 	2.7 	2.8 	2.3 	2.7 	3.1 	2.6 	2.6 	2.4 	2.7 	2.5 
TOT_X_NRG,PCH_M12,TR	11.8 d	13.1 d	12.1 d	10.5 d	10.7 d	10.4 d	10.6 d	11.6 d	15.0 d	15.5 d	17.2 d	23.8 d
TOT_X_NRG,PCH_M12,UK	2.8 	2.8 	2.8 	2.9 	2.6 	2.4 	2.2 	2.2 	2.0 	2.0 	2.2 	: 
