unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,CO,S12,LIAB,F,AT	342134.2 	369413.8 	392817.7 	417157.3 	472310.0 	528814.9 	551357.1 	553765.0 	588558.2 	648402.6 	813021.5 	910446.6 	990474.9 	1008531.6 	1005196.0 	1013611.8 	1027535.4 	1048935.1 	1031934.1 	1042904.5 	1046978.8 	1023461.4 	1038677.5 
MIO_NAC,CO,S12,LIAB,F,BE	672504.4 	712124.7 	776044.0 	843326.7 	905813.8 	950082.0 	1026699.7 	1030679.6 	1129881.0 	1264920.6 	1487662.4 	1643659.0 	1866048.9 	1783268.1 	1780910.4 	1777382.4 	1857331.0 	1747387.7 	1787576.0 	1863598.5 	1903764.1 	1924732.3 	1920099.2 
MIO_NAC,CO,S12,LIAB,F,BG	1391.0 	4033.0 	13292.0 	14546.0 	17392.0 	22461.0 	23870.0 	25450.0 	30697.0 	41532.0 	54428.0 	82754.0 	109893.0 	108359.0 	109540.0 	99758.0 	104313.0 	116174.0 	122207.0 	129728.0 	132816.0 	149574.0 	150244.0 
MIO_NAC,CO,S12,LIAB,F,CY	19391.7 	22426.4 	23933.4 	27324.4 	38390.8 	34170.8 	37705.9 	38407.5 	42550.8 	47710.3 	64402.0 	82249.8 	101516.1 	255630.6 	274514.5 	297932.8 	273650.8 	315039.2 	265824.0 	255454.3 	283565.2 	293947.9 	287448.3 
MIO_NAC,CO,S12,LIAB,F,CZ	1644135.0 	1839049.0 	2136656.0 	2264604.0 	2460139.0 	2628778.0 	2782461.0 	2914705.0 	3180371.0 	3434850.0 	3833810.0 	4057908.0 	4690204.0 	5024929.0 	5099667.0 	5303189.0 	5468780.0 	5865653.0 	6298075.0 	6753094.0 	7204687.0 	8106483.0 	9429207.0 
MIO_NAC,CO,S12,LIAB,F,DE	4641965.0 	5099312.0 	5795349.0 	6567724.0 	7417094.0 	8032257.0 	8506112.0 	8579758.0 	8900021.0 	9270969.0 	9939710.0 	10447715.0 	11246146.0 	11651733.0 	11108878.0 	11078262.0 	11362677.0 	11789775.0 	11107808.0 	11777800.0 	12079946.0 	12593190.0 	12939053.0 
MIO_NAC,CO,S12,LIAB,F,DK	2762932.0 	3106326.0 	3733857.0 	4319904.0 	4847742.0 	5311684.0 	5043795.0 	4932429.0 	5204443.0 	5408221.0 	7093037.0 	7870190.0 	8471410.0 	8263014.0 	8818750.0 	9735400.0 	9704995.0 	9788507.0 	10012231.0 	10875639.0 	10928271.0 	11359563.0 	11754025.0 
MIO_NAC,CO,S12,LIAB,F,EE	1358.1 	2259.6 	3920.0 	3575.5 	4303.2 	6178.8 	6842.7 	8384.2 	9317.1 	13214.3 	17457.8 	20809.6 	26962.5 	28100.2 	26184.8 	25520.7 	25262.6 	26839.4 	29574.6 	32315.2 	34557.2 	36362.4 	39435.4 
MIO_NAC,CO,S12,LIAB,F,EL	103552.4 	119266.6 	138710.4 	160170.4 	232117.3 	228011.6 	235641.7 	234439.0 	251974.0 	284123.9 	341377.0 	389586.5 	467073.2 	464853.0 	510193.6 	512208.4 	468404.2 	464651.2 	400185.1 	380057.4 	361665.0 	354715.7 	327517.8 
MIO_NAC,CO,S12,LIAB,F,ES	683914.0 	781217.0 	900646.0 	1030654.0 	1178868.0 	1316472.0 	1409612.0 	1490374.0 	1716320.0 	1946942.0 	2356168.0 	2816905.0 	3096455.0 	3024002.0 	3152093.0 	3062062.0 	3080585.0 	3022181.0 	2935130.0 	3068353.0 	3116537.0 	3199622.0 	3332083.0 
MIO_NAC,CO,S12,LIAB,F,FI	115856.0 	119128.0 	134245.0 	139523.0 	157267.0 	174836.0 	194682.0 	201338.0 	234221.0 	268394.0 	303952.0 	337073.0 	372059.0 	447772.0 	484814.0 	571308.0 	720919.0 	696761.0 	639365.0 	700778.0 	690266.0 	684013.0 	599227.0 
MIO_NAC,CO,S12,LIAB,F,FR	2437567.0 	2576893.0 	2862952.0 	3024242.0 	3481294.0 	3699477.0 	3879260.0 	3948395.0 	4261109.0 	4706062.0 	5552868.0 	6432383.0 	7052875.0 	7060286.0 	7188290.0 	7615402.0 	7705184.0 	7843963.0 	8017500.0 	8594182.0 	8827407.0 	9251449.0 	9514455.0 
MIO_NAC,CO,S12,LIAB,F,HR	: 	: 	: 	: 	: 	: 	202982.5 	250340.7 	298482.3 	342368.1 	387247.2 	490566.1 	604000.6 	554871.3 	581335.5 	604207.9 	615386.9 	623854.7 	643575.6 	649020.9 	661897.1 	684323.2 	707908.3 
MIO_NAC,CO,S12,LIAB,F,HU	7692460.0 	8300404.0 	9566157.0 	11043669.0 	14557576.0 	19894095.0 	25735220.0 	26096394.0 	28908962.0 	30507985.0 	41563714.0 	49267443.0 	61459851.0 	78763420.0 	78112663.0 	77834514.0 	83383792.0 	77742425.0 	74587370.0 	80698390.0 	81956689.0 	102879146.0 	94091349.0 
MIO_NAC,CO,S12,LIAB,F,IE	: 	: 	: 	: 	: 	: 	1036324.0 	1142214.0 	1387461.0 	1650682.0 	2237116.0 	2686912.0 	2951487.0 	3118103.0 	3239283.0 	3465211.0 	3448086.0 	3385984.0 	3444360.0 	4090748.0 	4430091.0 	4533357.0 	4738853.0 
MIO_NAC,CO,S12,LIAB,F,IT	1322034.0 	1430518.0 	1672758.0 	1992451.0 	2220281.0 	2500292.0 	2406504.0 	2410136.0 	2708815.0 	2916703.0 	3262632.0 	3549264.0 	3570689.0 	3330670.0 	3485443.0 	3644495.0 	3720063.0 	3935739.0 	3863309.0 	3978443.0 	4082250.0 	4187593.0 	4394969.0 
MIO_NAC,CO,S12,LIAB,F,LT	2840.3 	3055.9 	3888.4 	4739.5 	4830.2 	5461.4 	6453.7 	7535.1 	9558.4 	12073.9 	17519.1 	24230.2 	32714.2 	34359.1 	33064.5 	32742.7 	32711.2 	32789.0 	32611.2 	35444.7 	39146.9 	46284.6 	50887.7 
MIO_NAC,CO,S12,LIAB,F,LU	: 	: 	: 	: 	1459507.9 	1702615.7 	1900446.7 	2015634.9 	2265903.9 	2566629.2 	3316438.0 	3869310.3 	4428562.8 	3949675.1 	4357383.1 	4952487.5 	5526943.6 	6550352.2 	7185643.8 	8850966.2 	10364487.7 	10813568.8 	10658771.3 
MIO_NAC,CO,S12,LIAB,F,LV	1638.0 	2328.0 	3178.0 	3269.0 	3739.0 	5099.0 	5952.0 	7317.0 	9122.0 	12563.2 	17468.1 	25360.1 	35382.6 	38593.5 	35188.5 	34381.3 	33349.8 	34902.8 	34986.8 	40635.7 	43668.0 	46837.0 	48197.0 
MIO_NAC,CO,S12,LIAB,F,MT	6579.8 e	7674.4 e	9001.2 e	11862.3 e	14636.5 e	15851.3 e	15745.6 e	18091.5 e	20933.4 e	41015.9 	70326.7 	95926.0 	138518.1 	157142.5 	163091.7 	184104.6 	204392.6 	216221.8 	220415.5 	234777.8 	236304.5 	237248.6 	247469.1 
MIO_NAC,CO,S12,LIAB,F,NL	1593478.0 	1777237.0 	2030471.0 	2305477.0 	2638768.0 	2902061.0 	3090777.0 	3248576.0 	3434963.0 	3714538.0 	4244531.0 	4835828.0 	5400404.0 	5454814.0 	5731380.0 	6058901.0 	6589414.0 	6905653.0 	7010111.0 	7453917.0 	7736410.0 	8158823.0 	8287750.0 p
MIO_NAC,CO,S12,LIAB,F,PL	144110.4 	187666.9 	256043.5 	332526.1 	436433.9 	461599.8 	535815.8 	556379.9 	676240.0 	781694.0 	931642.0 	1157294.0 	1377134.0 	1458007.0 	1585410.0 	1793270.0 	1881060.0 	2025628.0 	2169449.0 	2181713.0 	2259623.0 	2515222.0 	2618133.0 
MIO_NAC,CO,S12,LIAB,F,PT	145975.4 	166485.1 	207101.5 	241791.4 	272255.7 	315879.5 	349642.5 	365289.4 	400300.8 	430413.1 	476303.0 	527545.7 	582922.8 	600133.9 	640186.6 	680317.9 	625690.8 	609259.8 	580534.2 	585828.5 	574880.9 	584449.0 	596021.7 
MIO_NAC,CO,S12,LIAB,F,RO	7880.9 e	9456.1 e	13800.6 e	17437.1 	25011.8 	32979.2 	51034.3 	73958.0 	93424.9 	152472.4 	224695.8 	306465.5 	407219.6 	467850.7 	540837.9 	570055.0 	597971.6 	626847.7 	626324.5 	635097.7 	665395.8 	709480.5 	768781.8 
MIO_NAC,CO,S12,LIAB,F,SE	3395656.0 	3716697.0 	4189175.0 	4839159.0 	5498654.0 	6302760.0 	6399415.0 	6547312.0 	7042274.0 	7835996.0 	9125119.0 	9872175.0 	11003064.0 	11728802.0 	12028187.0 	12854085.0 	13384249.0 	13878415.0 	15032455.0 	16845363.0 	17066938.0 	18428569.0 	19684585.0 
MIO_NAC,CO,S12,LIAB,F,SI	6512.0 	8192.0 	9696.0 	11275.0 	13262.0 	15820.0 	19541.0 	23646.0 	26735.0 	30820.0 	36914.0 	43130.0 	59199.0 	61305.0 	64182.0 	62558.0 	61226.0 	59127.0 	53163.0 	56409.0 	55141.0 	56823.0 	59054.0 
