waste,stk_flow,wst_oper,unit,geotime,date,value
W150102,DOM,RCY,PC,SI,2003-01-01,
W150102,DOM,RCY,PC,SI,2004-01-01,12
W150102,DOM,RCY,PC,SI,2005-01-01,33
W150102,DOM,RCY,PC,SI,2006-01-01,38
W150102,DOM,RCY,PC,SI,2007-01-01,46
W150102,DOM,RCY,PC,SI,2008-01-01,55
W150102,DOM,RCY,PC,SI,2009-01-01,42
W150102,DOM,RCY,PC,SI,2010-01-01,67
W150102,DOM,RCY,PC,SI,2011-01-01,75
W150102,DOM,RCY,PC,SI,2012-01-01,
W150102,DOM,RCY,PC,SI,2013-01-01,81
W150102,DOM,RCY,PC,SI,2014-01-01,69
W150102,DOM,RCY,PC,SI,2015-01-01,
W150102,DOM,RCY,PC,SI,2016-01-01,62
W150102,DOM,RCY,PC,SK,2000-01-01,
W150102,DOM,RCY,PC,SK,2001-01-01,
W150102,DOM,RCY,PC,SK,2002-01-01,
W150102,DOM,RCY,PC,SK,2003-01-01,11
W150102,DOM,RCY,PC,SK,2004-01-01,16
W150102,DOM,RCY,PC,SK,2005-01-01,18
W150102,DOM,RCY,PC,SK,2006-01-01,39
W150102,DOM,RCY,PC,SK,2007-01-01,41
W150102,DOM,RCY,PC,SK,2008-01-01,43
W150102,DOM,RCY,PC,SK,2009-01-01,49
W150102,DOM,RCY,PC,SK,2010-01-01,44
W150102,DOM,RCY,PC,SK,2011-01-01,49
W150102,DOM,RCY,PC,SK,2012-01-01,
W150102,DOM,RCY,PC,SK,2013-01-01,55
W150102,DOM,RCY,PC,SK,2014-01-01,55
W150102,DOM,RCY,PC,SK,2015-01-01,
W150102,DOM,RCY,PC,SK,2016-01-01,51
W150102,DOM,RCY,PC,UK,2000-01-01,
W150102,DOM,RCY,PC,UK,2001-01-01,
W150102,DOM,RCY,PC,UK,2002-01-01,
W150102,DOM,RCY,PC,UK,2003-01-01,17
W150102,DOM,RCY,PC,UK,2004-01-01,18
W150102,DOM,RCY,PC,UK,2005-01-01,21
W150102,DOM,RCY,PC,UK,2006-01-01,22
W150102,DOM,RCY,PC,UK,2007-01-01,22
W150102,DOM,RCY,PC,UK,2008-01-01,23
W150102,DOM,RCY,PC,UK,2009-01-01,24
W150102,DOM,RCY,PC,UK,2010-01-01,24
W150102,DOM,RCY,PC,UK,2011-01-01,24
W150102,DOM,RCY,PC,UK,2012-01-01,
W150102,DOM,RCY,PC,UK,2013-01-01,31
W150102,DOM,RCY,PC,UK,2014-01-01,37
W150102,DOM,RCY,PC,UK,2015-01-01,
W150102,DOM,RCY,PC,UK,2016-01-01,44
W150103,DOM,RCY,PC,AT,2000-01-01,14
W150103,DOM,RCY,PC,AT,2001-01-01,12
W150103,DOM,RCY,PC,AT,2002-01-01,16
W150103,DOM,RCY,PC,AT,2003-01-01,19
W150103,DOM,RCY,PC,AT,2004-01-01,18
W150103,DOM,RCY,PC,AT,2005-01-01,18
W150103,DOM,RCY,PC,AT,2006-01-01,16
W150103,DOM,RCY,PC,AT,2007-01-01,19
W150103,DOM,RCY,PC,AT,2008-01-01,21
W150103,DOM,RCY,PC,AT,2009-01-01,21
W150103,DOM,RCY,PC,AT,2010-01-01,33
W150103,DOM,RCY,PC,AT,2011-01-01,21
W150103,DOM,RCY,PC,AT,2012-01-01,
W150103,DOM,RCY,PC,AT,2013-01-01,20
W150103,DOM,RCY,PC,AT,2014-01-01,19
W150103,DOM,RCY,PC,AT,2015-01-01,
W150103,DOM,RCY,PC,AT,2016-01-01,17
W150103,DOM,RCY,PC,BE,2000-01-01,34
W150103,DOM,RCY,PC,BE,2001-01-01,59
W150103,DOM,RCY,PC,BE,2002-01-01,55
W150103,DOM,RCY,PC,BE,2003-01-01,59
W150103,DOM,RCY,PC,BE,2004-01-01,64
W150103,DOM,RCY,PC,BE,2005-01-01,65
W150103,DOM,RCY,PC,BE,2006-01-01,63
W150103,DOM,RCY,PC,BE,2007-01-01,71
W150103,DOM,RCY,PC,BE,2008-01-01,57
W150103,DOM,RCY,PC,BE,2009-01-01,56
W150103,DOM,RCY,PC,BE,2010-01-01,63
W150103,DOM,RCY,PC,BE,2011-01-01,63
W150103,DOM,RCY,PC,BE,2012-01-01,
W150103,DOM,RCY,PC,BE,2013-01-01,59
W150103,DOM,RCY,PC,BE,2014-01-01,72
W150103,DOM,RCY,PC,BE,2015-01-01,
W150103,DOM,RCY,PC,BE,2016-01-01,80
W150103,DOM,RCY,PC,BG,2000-01-01,
W150103,DOM,RCY,PC,BG,2001-01-01,
W150103,DOM,RCY,PC,BG,2002-01-01,
W150103,DOM,RCY,PC,BG,2003-01-01,
W150103,DOM,RCY,PC,BG,2004-01-01,
W150103,DOM,RCY,PC,BG,2005-01-01,0
W150103,DOM,RCY,PC,BG,2006-01-01,0
W150103,DOM,RCY,PC,BG,2007-01-01,0
W150103,DOM,RCY,PC,BG,2008-01-01,40
W150103,DOM,RCY,PC,BG,2009-01-01,45
W150103,DOM,RCY,PC,BG,2010-01-01,53
W150103,DOM,RCY,PC,BG,2011-01-01,41
W150103,DOM,RCY,PC,BG,2012-01-01,
W150103,DOM,RCY,PC,BG,2013-01-01,58
W150103,DOM,RCY,PC,BG,2014-01-01,37
W150103,DOM,RCY,PC,BG,2015-01-01,
W150103,DOM,RCY,PC,BG,2016-01-01,39
W150103,DOM,RCY,PC,CY,2000-01-01,
W150103,DOM,RCY,PC,CY,2001-01-01,
W150103,DOM,RCY,PC,CY,2002-01-01,
W150103,DOM,RCY,PC,CY,2003-01-01,
W150103,DOM,RCY,PC,CY,2004-01-01,4
W150103,DOM,RCY,PC,CY,2005-01-01,20
W150103,DOM,RCY,PC,CY,2006-01-01,23
W150103,DOM,RCY,PC,CY,2007-01-01,21
W150103,DOM,RCY,PC,CY,2008-01-01,14
W150103,DOM,RCY,PC,CY,2009-01-01,24
W150103,DOM,RCY,PC,CY,2010-01-01,8
W150103,DOM,RCY,PC,CY,2011-01-01,9
W150103,DOM,RCY,PC,CY,2012-01-01,
W150103,DOM,RCY,PC,CY,2013-01-01,12
W150103,DOM,RCY,PC,CY,2014-01-01,11
W150103,DOM,RCY,PC,CY,2015-01-01,
W150103,DOM,RCY,PC,CY,2016-01-01,
W150103,DOM,RCY,PC,CZ,2000-01-01,
W150103,DOM,RCY,PC,CZ,2001-01-01,
W150103,DOM,RCY,PC,CZ,2002-01-01,
W150103,DOM,RCY,PC,CZ,2003-01-01,11
W150103,DOM,RCY,PC,CZ,2004-01-01,10
W150103,DOM,RCY,PC,CZ,2005-01-01,16
W150103,DOM,RCY,PC,CZ,2006-01-01,21
W150103,DOM,RCY,PC,CZ,2007-01-01,37
W150103,DOM,RCY,PC,CZ,2008-01-01,29
W150103,DOM,RCY,PC,CZ,2009-01-01,32
W150103,DOM,RCY,PC,CZ,2010-01-01,36
W150103,DOM,RCY,PC,CZ,2011-01-01,27
W150103,DOM,RCY,PC,CZ,2012-01-01,
W150103,DOM,RCY,PC,CZ,2013-01-01,35
W150103,DOM,RCY,PC,CZ,2014-01-01,66
W150103,DOM,RCY,PC,CZ,2015-01-01,
W150103,DOM,RCY,PC,CZ,2016-01-01,63
W150103,DOM,RCY,PC,DE,2000-01-01,55
W150103,DOM,RCY,PC,DE,2001-01-01,41
W150103,DOM,RCY,PC,DE,2002-01-01,41
W150103,DOM,RCY,PC,DE,2003-01-01,35
W150103,DOM,RCY,PC,DE,2004-01-01,34
W150103,DOM,RCY,PC,DE,2005-01-01,34
W150103,DOM,RCY,PC,DE,2006-01-01,30
W150103,DOM,RCY,PC,DE,2007-01-01,30
W150103,DOM,RCY,PC,DE,2008-01-01,28
W150103,DOM,RCY,PC,DE,2009-01-01,30
W150103,DOM,RCY,PC,DE,2010-01-01,27
W150103,DOM,RCY,PC,DE,2011-01-01,30
W150103,DOM,RCY,PC,DE,2012-01-01,
W150103,DOM,RCY,PC,DE,2013-01-01,25
W150103,DOM,RCY,PC,DE,2014-01-01,26
W150103,DOM,RCY,PC,DE,2015-01-01,
W150103,DOM,RCY,PC,DE,2016-01-01,26
W150103,DOM,RCY,PC,DK,2000-01-01,
W150103,DOM,RCY,PC,DK,2001-01-01,
W150103,DOM,RCY,PC,DK,2002-01-01,
W150103,DOM,RCY,PC,DK,2003-01-01,25
W150103,DOM,RCY,PC,DK,2004-01-01,29
W150103,DOM,RCY,PC,DK,2005-01-01,24
W150103,DOM,RCY,PC,DK,2006-01-01,33
W150103,DOM,RCY,PC,DK,2007-01-01,32
W150103,DOM,RCY,PC,DK,2008-01-01,41
W150103,DOM,RCY,PC,DK,2009-01-01,86
W150103,DOM,RCY,PC,DK,2010-01-01,86
W150103,DOM,RCY,PC,DK,2011-01-01,29
W150103,DOM,RCY,PC,DK,2012-01-01,
W150103,DOM,RCY,PC,DK,2013-01-01,66
W150103,DOM,RCY,PC,DK,2014-01-01,52
W150103,DOM,RCY,PC,DK,2015-01-01,
W150103,DOM,RCY,PC,DK,2016-01-01,87
W150103,DOM,RCY,PC,EE,2000-01-01,
W150103,DOM,RCY,PC,EE,2001-01-01,
W150103,DOM,RCY,PC,EE,2002-01-01,
W150103,DOM,RCY,PC,EE,2003-01-01,
W150103,DOM,RCY,PC,EE,2004-01-01,4
W150103,DOM,RCY,PC,EE,2005-01-01,37
W150103,DOM,RCY,PC,EE,2006-01-01,17
W150103,DOM,RCY,PC,EE,2007-01-01,38
W150103,DOM,RCY,PC,EE,2008-01-01,56
W150103,DOM,RCY,PC,EE,2009-01-01,81
W150103,DOM,RCY,PC,EE,2010-01-01,63
W150103,DOM,RCY,PC,EE,2011-01-01,72
W150103,DOM,RCY,PC,EE,2012-01-01,
W150103,DOM,RCY,PC,EE,2013-01-01,66
W150103,DOM,RCY,PC,EE,2014-01-01,62
W150103,DOM,RCY,PC,EE,2015-01-01,
W150103,DOM,RCY,PC,EE,2016-01-01,32
W150103,DOM,RCY,PC,EL,2000-01-01,22
W150103,DOM,RCY,PC,EL,2001-01-01,22
W150103,DOM,RCY,PC,EL,2002-01-01,22
W150103,DOM,RCY,PC,EL,2003-01-01,22
W150103,DOM,RCY,PC,EL,2004-01-01,34
W150103,DOM,RCY,PC,EL,2005-01-01,55
W150103,DOM,RCY,PC,EL,2006-01-01,58
W150103,DOM,RCY,PC,EL,2007-01-01,75
W150103,DOM,RCY,PC,EL,2008-01-01,30
W150103,DOM,RCY,PC,EL,2009-01-01,37
W150103,DOM,RCY,PC,EL,2010-01-01,50
W150103,DOM,RCY,PC,EL,2011-01-01,65
W150103,DOM,RCY,PC,EL,2012-01-01,
W150103,DOM,RCY,PC,EL,2013-01-01,2
W150103,DOM,RCY,PC,EL,2014-01-01,17
W150103,DOM,RCY,PC,EL,2015-01-01,
W150103,DOM,RCY,PC,EL,2016-01-01,
W150103,DOM,RCY,PC,ES,2000-01-01,23
W150103,DOM,RCY,PC,ES,2001-01-01,
W150103,DOM,RCY,PC,ES,2002-01-01,
W150103,DOM,RCY,PC,ES,2003-01-01,37
W150103,DOM,RCY,PC,ES,2004-01-01,43
W150103,DOM,RCY,PC,ES,2005-01-01,43
W150103,DOM,RCY,PC,ES,2006-01-01,49
W150103,DOM,RCY,PC,ES,2007-01-01,61
W150103,DOM,RCY,PC,ES,2008-01-01,58
W150103,DOM,RCY,PC,ES,2009-01-01,56
W150103,DOM,RCY,PC,ES,2010-01-01,55
W150103,DOM,RCY,PC,ES,2011-01-01,53
W150103,DOM,RCY,PC,ES,2012-01-01,
W150103,DOM,RCY,PC,ES,2013-01-01,64
W150103,DOM,RCY,PC,ES,2014-01-01,64
W150103,DOM,RCY,PC,ES,2015-01-01,
W150103,DOM,RCY,PC,ES,2016-01-01,67
W150103,DOM,RCY,PC,EU28,2000-01-01,
W150103,DOM,RCY,PC,EU28,2001-01-01,
W150103,DOM,RCY,PC,EU28,2002-01-01,
W150103,DOM,RCY,PC,EU28,2003-01-01,
W150103,DOM,RCY,PC,EU28,2004-01-01,
W150103,DOM,RCY,PC,EU28,2005-01-01,36
W150103,DOM,RCY,PC,EU28,2006-01-01,38
W150103,DOM,RCY,PC,EU28,2007-01-01,41
W150103,DOM,RCY,PC,EU28,2008-01-01,38
W150103,DOM,RCY,PC,EU28,2009-01-01,37
W150103,DOM,RCY,PC,EU28,2010-01-01,38
W150103,DOM,RCY,PC,EU28,2011-01-01,38
W150103,DOM,RCY,PC,EU28,2012-01-01,
W150103,DOM,RCY,PC,EU28,2013-01-01,35
W150103,DOM,RCY,PC,EU28,2014-01-01,38
W150103,DOM,RCY,PC,EU28,2015-01-01,
W150103,DOM,RCY,PC,EU28,2016-01-01,39
W150103,DOM,RCY,PC,FI,2000-01-01,
W150103,DOM,RCY,PC,FI,2001-01-01,
W150103,DOM,RCY,PC,FI,2002-01-01,
W150103,DOM,RCY,PC,FI,2003-01-01,6
W150103,DOM,RCY,PC,FI,2004-01-01,7
W150103,DOM,RCY,PC,FI,2005-01-01,5
W150103,DOM,RCY,PC,FI,2006-01-01,7
W150103,DOM,RCY,PC,FI,2007-01-01,9
W150103,DOM,RCY,PC,FI,2008-01-01,21
W150103,DOM,RCY,PC,FI,2009-01-01,20
W150103,DOM,RCY,PC,FI,2010-01-01,17
W150103,DOM,RCY,PC,FI,2011-01-01,17
W150103,DOM,RCY,PC,FI,2012-01-01,
W150103,DOM,RCY,PC,FI,2013-01-01,15
W150103,DOM,RCY,PC,FI,2014-01-01,12
W150103,DOM,RCY,PC,FI,2015-01-01,
W150103,DOM,RCY,PC,FI,2016-01-01,14
W150103,DOM,RCY,PC,FR,2000-01-01,18
W150103,DOM,RCY,PC,FR,2001-01-01,19
W150103,DOM,RCY,PC,FR,2002-01-01,19
W150103,DOM,RCY,PC,FR,2003-01-01,19
W150103,DOM,RCY,PC,FR,2004-01-01,20
W150103,DOM,RCY,PC,FR,2005-01-01,20
W150103,DOM,RCY,PC,FR,2006-01-01,20
W150103,DOM,RCY,PC,FR,2007-01-01,20
W150103,DOM,RCY,PC,FR,2008-01-01,18
W150103,DOM,RCY,PC,FR,2009-01-01,12
W150103,DOM,RCY,PC,FR,2010-01-01,19
W150103,DOM,RCY,PC,FR,2011-01-01,25
W150103,DOM,RCY,PC,FR,2012-01-01,
W150103,DOM,RCY,PC,FR,2013-01-01,28
W150103,DOM,RCY,PC,FR,2014-01-01,28
W150103,DOM,RCY,PC,FR,2015-01-01,
W150103,DOM,RCY,PC,FR,2016-01-01,29
W150103,DOM,RCY,PC,HR,2000-01-01,
W150103,DOM,RCY,PC,HR,2001-01-01,
W150103,DOM,RCY,PC,HR,2002-01-01,
W150103,DOM,RCY,PC,HR,2003-01-01,
W150103,DOM,RCY,PC,HR,2004-01-01,
W150103,DOM,RCY,PC,HR,2005-01-01,
W150103,DOM,RCY,PC,HR,2006-01-01,
W150103,DOM,RCY,PC,HR,2007-01-01,
W150103,DOM,RCY,PC,HR,2008-01-01,
W150103,DOM,RCY,PC,HR,2009-01-01,
W150103,DOM,RCY,PC,HR,2010-01-01,
W150103,DOM,RCY,PC,HR,2011-01-01,
W150103,DOM,RCY,PC,HR,2012-01-01,
W150103,DOM,RCY,PC,HR,2013-01-01,1
W150103,DOM,RCY,PC,HR,2014-01-01,0
W150103,DOM,RCY,PC,HR,2015-01-01,
W150103,DOM,RCY,PC,HR,2016-01-01,3
W150103,DOM,RCY,PC,HU,2000-01-01,
W150103,DOM,RCY,PC,HU,2001-01-01,
W150103,DOM,RCY,PC,HU,2002-01-01,
W150103,DOM,RCY,PC,HU,2003-01-01,
W150103,DOM,RCY,PC,HU,2004-01-01,
W150103,DOM,RCY,PC,HU,2005-01-01,18
W150103,DOM,RCY,PC,HU,2006-01-01,20
W150103,DOM,RCY,PC,HU,2007-01-01,19
W150103,DOM,RCY,PC,HU,2008-01-01,22
W150103,DOM,RCY,PC,HU,2009-01-01,23
W150103,DOM,RCY,PC,HU,2010-01-01,34
W150103,DOM,RCY,PC,HU,2011-01-01,34
W150103,DOM,RCY,PC,HU,2012-01-01,
W150103,DOM,RCY,PC,HU,2013-01-01,7
W150103,DOM,RCY,PC,HU,2014-01-01,31
W150103,DOM,RCY,PC,HU,2015-01-01,
W150103,DOM,RCY,PC,HU,2016-01-01,20
W150103,DOM,RCY,PC,IE,2000-01-01,
W150103,DOM,RCY,PC,IE,2001-01-01,
W150103,DOM,RCY,PC,IE,2002-01-01,
W150103,DOM,RCY,PC,IE,2003-01-01,97
W150103,DOM,RCY,PC,IE,2004-01-01,97
W150103,DOM,RCY,PC,IE,2005-01-01,77
W150103,DOM,RCY,PC,IE,2006-01-01,77
W150103,DOM,RCY,PC,IE,2007-01-01,75
W150103,DOM,RCY,PC,IE,2008-01-01,76
W150103,DOM,RCY,PC,IE,2009-01-01,79
W150103,DOM,RCY,PC,IE,2010-01-01,83
W150103,DOM,RCY,PC,IE,2011-01-01,92
W150103,DOM,RCY,PC,IE,2012-01-01,
W150103,DOM,RCY,PC,IE,2013-01-01,81
W150103,DOM,RCY,PC,IE,2014-01-01,84
W150103,DOM,RCY,PC,IE,2015-01-01,
W150103,DOM,RCY,PC,IE,2016-01-01,75
W150103,DOM,RCY,PC,IS,2000-01-01,
W150103,DOM,RCY,PC,IS,2001-01-01,
W150103,DOM,RCY,PC,IS,2002-01-01,
W150103,DOM,RCY,PC,IS,2003-01-01,
W150103,DOM,RCY,PC,IS,2004-01-01,
W150103,DOM,RCY,PC,IS,2005-01-01,
W150103,DOM,RCY,PC,IS,2006-01-01,
W150103,DOM,RCY,PC,IS,2007-01-01,
W150103,DOM,RCY,PC,IS,2008-01-01,
W150103,DOM,RCY,PC,IS,2009-01-01,
W150103,DOM,RCY,PC,IS,2010-01-01,28
W150103,DOM,RCY,PC,IS,2011-01-01,61
W150103,DOM,RCY,PC,IS,2012-01-01,
W150103,DOM,RCY,PC,IS,2013-01-01,
W150103,DOM,RCY,PC,IS,2014-01-01,
W150103,DOM,RCY,PC,IS,2015-01-01,
W150103,DOM,RCY,PC,IS,2016-01-01,62
W150103,DOM,RCY,PC,IT,2000-01-01,35
W150103,DOM,RCY,PC,IT,2001-01-01,53
W150103,DOM,RCY,PC,IT,2002-01-01,59
W150103,DOM,RCY,PC,IT,2003-01-01,60
W150103,DOM,RCY,PC,IT,2004-01-01,57
W150103,DOM,RCY,PC,IT,2005-01-01,50
W150103,DOM,RCY,PC,IT,2006-01-01,53
W150103,DOM,RCY,PC,IT,2007-01-01,53
W150103,DOM,RCY,PC,IT,2008-01-01,53
W150103,DOM,RCY,PC,IT,2009-01-01,57
W150103,DOM,RCY,PC,IT,2010-01-01,58
W150103,DOM,RCY,PC,IT,2011-01-01,55
W150103,DOM,RCY,PC,IT,2012-01-01,
W150103,DOM,RCY,PC,IT,2013-01-01,55
W150103,DOM,RCY,PC,IT,2014-01-01,59
W150103,DOM,RCY,PC,IT,2015-01-01,
W150103,DOM,RCY,PC,IT,2016-01-01,60
W150103,DOM,RCY,PC,LI,2000-01-01,
W150103,DOM,RCY,PC,LI,2001-01-01,
W150103,DOM,RCY,PC,LI,2002-01-01,
W150103,DOM,RCY,PC,LI,2003-01-01,
W150103,DOM,RCY,PC,LI,2004-01-01,
W150103,DOM,RCY,PC,LI,2005-01-01,
W150103,DOM,RCY,PC,LI,2006-01-01,0
W150103,DOM,RCY,PC,LI,2007-01-01,0
W150103,DOM,RCY,PC,LI,2008-01-01,0
W150103,DOM,RCY,PC,LI,2009-01-01,0
W150103,DOM,RCY,PC,LI,2010-01-01,0
W150103,DOM,RCY,PC,LI,2011-01-01,0
W150103,DOM,RCY,PC,LI,2012-01-01,
W150103,DOM,RCY,PC,LI,2013-01-01,0
W150103,DOM,RCY,PC,LI,2014-01-01,0
W150103,DOM,RCY,PC,LI,2015-01-01,
W150103,DOM,RCY,PC,LI,2016-01-01,0
W150103,DOM,RCY,PC,LT,2000-01-01,
W150103,DOM,RCY,PC,LT,2001-01-01,
W150103,DOM,RCY,PC,LT,2002-01-01,
W150103,DOM,RCY,PC,LT,2003-01-01,
W150103,DOM,RCY,PC,LT,2004-01-01,1
W150103,DOM,RCY,PC,LT,2005-01-01,1
W150103,DOM,RCY,PC,LT,2006-01-01,18
W150103,DOM,RCY,PC,LT,2007-01-01,32
W150103,DOM,RCY,PC,LT,2008-01-01,43
W150103,DOM,RCY,PC,LT,2009-01-01,39
W150103,DOM,RCY,PC,LT,2010-01-01,46
W150103,DOM,RCY,PC,LT,2011-01-01,47
W150103,DOM,RCY,PC,LT,2012-01-01,
W150103,DOM,RCY,PC,LT,2013-01-01,20
W150103,DOM,RCY,PC,LT,2014-01-01,27
W150103,DOM,RCY,PC,LT,2015-01-01,
W150103,DOM,RCY,PC,LT,2016-01-01,48
W150103,DOM,RCY,PC,LU,2000-01-01,
W150103,DOM,RCY,PC,LU,2001-01-01,
W150103,DOM,RCY,PC,LU,2002-01-01,
W150103,DOM,RCY,PC,LU,2003-01-01,37
W150103,DOM,RCY,PC,LU,2004-01-01,35
W150103,DOM,RCY,PC,LU,2005-01-01,52
W150103,DOM,RCY,PC,LU,2006-01-01,31
W150103,DOM,RCY,PC,LU,2007-01-01,31
W150103,DOM,RCY,PC,LU,2008-01-01,19
W150103,DOM,RCY,PC,LU,2009-01-01,14
W150103,DOM,RCY,PC,LU,2010-01-01,32
W150103,DOM,RCY,PC,LU,2011-01-01,34
W150103,DOM,RCY,PC,LU,2012-01-01,
W150103,DOM,RCY,PC,LU,2013-01-01,51
W150103,DOM,RCY,PC,LU,2014-01-01,31
W150103,DOM,RCY,PC,LU,2015-01-01,
W150103,DOM,RCY,PC,LU,2016-01-01,50
W150103,DOM,RCY,PC,LV,2000-01-01,
W150103,DOM,RCY,PC,LV,2001-01-01,
W150103,DOM,RCY,PC,LV,2002-01-01,
W150103,DOM,RCY,PC,LV,2003-01-01,
W150103,DOM,RCY,PC,LV,2004-01-01,73
W150103,DOM,RCY,PC,LV,2005-01-01,58
W150103,DOM,RCY,PC,LV,2006-01-01,43
W150103,DOM,RCY,PC,LV,2007-01-01,24
W150103,DOM,RCY,PC,LV,2008-01-01,28
W150103,DOM,RCY,PC,LV,2009-01-01,22
W150103,DOM,RCY,PC,LV,2010-01-01,29
W150103,DOM,RCY,PC,LV,2011-01-01,35
W150103,DOM,RCY,PC,LV,2012-01-01,
W150103,DOM,RCY,PC,LV,2013-01-01,36
W150103,DOM,RCY,PC,LV,2014-01-01,31
W150103,DOM,RCY,PC,LV,2015-01-01,
W150103,DOM,RCY,PC,LV,2016-01-01,39
W150103,DOM,RCY,PC,MT,2000-01-01,
W150103,DOM,RCY,PC,MT,2001-01-01,
W150103,DOM,RCY,PC,MT,2002-01-01,
W150103,DOM,RCY,PC,MT,2003-01-01,
W150103,DOM,RCY,PC,MT,2004-01-01,10
W150103,DOM,RCY,PC,MT,2005-01-01,8
W150103,DOM,RCY,PC,MT,2006-01-01,12
W150103,DOM,RCY,PC,MT,2007-01-01,3
W150103,DOM,RCY,PC,MT,2008-01-01,0
W150103,DOM,RCY,PC,MT,2009-01-01,2
W150103,DOM,RCY,PC,MT,2010-01-01,2
W150103,DOM,RCY,PC,MT,2011-01-01,0
W150103,DOM,RCY,PC,MT,2012-01-01,
W150103,DOM,RCY,PC,MT,2013-01-01,1
W150103,DOM,RCY,PC,MT,2014-01-01,6
W150103,DOM,RCY,PC,MT,2015-01-01,
W150103,DOM,RCY,PC,MT,2016-01-01,
W150103,DOM,RCY,PC,NL,2000-01-01,24
W150103,DOM,RCY,PC,NL,2001-01-01,27
W150103,DOM,RCY,PC,NL,2002-01-01,29
W150103,DOM,RCY,PC,NL,2003-01-01,31
W150103,DOM,RCY,PC,NL,2004-01-01,33
W150103,DOM,RCY,PC,NL,2005-01-01,38
W150103,DOM,RCY,PC,NL,2006-01-01,39
W150103,DOM,RCY,PC,NL,2007-01-01,31
W150103,DOM,RCY,PC,NL,2008-01-01,36
W150103,DOM,RCY,PC,NL,2009-01-01,37
W150103,DOM,RCY,PC,NL,2010-01-01,32
W150103,DOM,RCY,PC,NL,2011-01-01,30
W150103,DOM,RCY,PC,NL,2012-01-01,
W150103,DOM,RCY,PC,NL,2013-01-01,21
W150103,DOM,RCY,PC,NL,2014-01-01,25
W150103,DOM,RCY,PC,NL,2015-01-01,
W150103,DOM,RCY,PC,NL,2016-01-01,51
W150103,DOM,RCY,PC,NO,2000-01-01,
W150103,DOM,RCY,PC,NO,2001-01-01,
W150103,DOM,RCY,PC,NO,2002-01-01,
W150103,DOM,RCY,PC,NO,2003-01-01,
W150103,DOM,RCY,PC,NO,2004-01-01,
W150103,DOM,RCY,PC,NO,2005-01-01,
W150103,DOM,RCY,PC,NO,2006-01-01,
W150103,DOM,RCY,PC,NO,2007-01-01,
W150103,DOM,RCY,PC,NO,2008-01-01,14
W150103,DOM,RCY,PC,NO,2009-01-01,10
W150103,DOM,RCY,PC,NO,2010-01-01,13
W150103,DOM,RCY,PC,NO,2011-01-01,8
W150103,DOM,RCY,PC,NO,2012-01-01,
W150103,DOM,RCY,PC,NO,2013-01-01,8
W150103,DOM,RCY,PC,NO,2014-01-01,8
W150103,DOM,RCY,PC,NO,2015-01-01,
W150103,DOM,RCY,PC,NO,2016-01-01,8
W150103,DOM,RCY,PC,PL,2000-01-01,
W150103,DOM,RCY,PC,PL,2001-01-01,
W150103,DOM,RCY,PC,PL,2002-01-01,
W150103,DOM,RCY,PC,PL,2003-01-01,
W150103,DOM,RCY,PC,PL,2004-01-01,20
W150103,DOM,RCY,PC,PL,2005-01-01,16
W150103,DOM,RCY,PC,PL,2006-01-01,15
W150103,DOM,RCY,PC,PL,2007-01-01,47
W150103,DOM,RCY,PC,PL,2008-01-01,26
W150103,DOM,RCY,PC,PL,2009-01-01,23
W150103,DOM,RCY,PC,PL,2010-01-01,21
W150103,DOM,RCY,PC,PL,2011-01-01,27
W150103,DOM,RCY,PC,PL,2012-01-01,
W150103,DOM,RCY,PC,PL,2013-01-01,21
W150103,DOM,RCY,PC,PL,2014-01-01,48
W150103,DOM,RCY,PC,PL,2015-01-01,
W150103,DOM,RCY,PC,PL,2016-01-01,40
W150103,DOM,RCY,PC,PT,2000-01-01,0
W150103,DOM,RCY,PC,PT,2001-01-01,71
W150103,DOM,RCY,PC,PT,2002-01-01,
W150103,DOM,RCY,PC,PT,2003-01-01,66
W150103,DOM,RCY,PC,PT,2004-01-01,66
W150103,DOM,RCY,PC,PT,2005-01-01,58
W150103,DOM,RCY,PC,PT,2006-01-01,73
W150103,DOM,RCY,PC,PT,2007-01-01,71
W150103,DOM,RCY,PC,PT,2008-01-01,64
W150103,DOM,RCY,PC,PT,2009-01-01,65
W150103,DOM,RCY,PC,PT,2010-01-01,66
W150103,DOM,RCY,PC,PT,2011-01-01,78
W150103,DOM,RCY,PC,PT,2012-01-01,
W150103,DOM,RCY,PC,PT,2013-01-01,98
W150103,DOM,RCY,PC,PT,2014-01-01,131
W150103,DOM,RCY,PC,PT,2015-01-01,
W150103,DOM,RCY,PC,PT,2016-01-01,103
W150103,DOM,RCY,PC,RO,2000-01-01,
W150103,DOM,RCY,PC,RO,2001-01-01,
W150103,DOM,RCY,PC,RO,2002-01-01,
W150103,DOM,RCY,PC,RO,2003-01-01,
W150103,DOM,RCY,PC,RO,2004-01-01,
W150103,DOM,RCY,PC,RO,2005-01-01,5
W150103,DOM,RCY,PC,RO,2006-01-01,3
W150103,DOM,RCY,PC,RO,2007-01-01,8
W150103,DOM,RCY,PC,RO,2008-01-01,8
W150103,DOM,RCY,PC,RO,2009-01-01,13
W150103,DOM,RCY,PC,RO,2010-01-01,18
W150103,DOM,RCY,PC,RO,2011-01-01,32
W150103,DOM,RCY,PC,RO,2012-01-01,
W150103,DOM,RCY,PC,RO,2013-01-01,28
W150103,DOM,RCY,PC,RO,2014-01-01,26
