sex,unit,geotime,date,value
M,PC,ES,2006-01-01,98
M,PC,ES,2007-01-01,97
M,PC,ES,2008-01-01,97
M,PC,ES,2009-01-01,97
M,PC,ES,2010-01-01,97
M,PC,ES,2011-01-01,97
M,PC,ES,2012-01-01,97
M,PC,ES,2013-01-01,96
M,PC,ES,2014-01-01,97
M,PC,ES,2015-01-01,97
M,PC,ES,2016-01-01,97
M,PC,EU27,2000-01-01,85
M,PC,EU27,2001-01-01,86
M,PC,EU27,2002-01-01,87
M,PC,EU27,2003-01-01,87
M,PC,EU27,2004-01-01,87
M,PC,EU27,2005-01-01,88
M,PC,EU27,2006-01-01,89
M,PC,EU27,2007-01-01,90
M,PC,EU27,2008-01-01,91
M,PC,EU27,2009-01-01,92
M,PC,EU27,2010-01-01,93
M,PC,EU27,2011-01-01,93
M,PC,EU27,2012-01-01,94
M,PC,EU27,2013-01-01,
M,PC,EU27,2014-01-01,
M,PC,EU27,2015-01-01,
M,PC,EU27,2016-01-01,
M,PC,EU28,2000-01-01,85
M,PC,EU28,2001-01-01,86
M,PC,EU28,2002-01-01,87
M,PC,EU28,2003-01-01,86
M,PC,EU28,2004-01-01,87
M,PC,EU28,2005-01-01,87
M,PC,EU28,2006-01-01,89
M,PC,EU28,2007-01-01,90
M,PC,EU28,2008-01-01,91
M,PC,EU28,2009-01-01,92
M,PC,EU28,2010-01-01,92
M,PC,EU28,2011-01-01,93
M,PC,EU28,2012-01-01,93
M,PC,EU28,2013-01-01,94
M,PC,EU28,2014-01-01,94
M,PC,EU28,2015-01-01,94
M,PC,EU28,2016-01-01,95
M,PC,FI,2000-01-01,55
M,PC,FI,2001-01-01,61
M,PC,FI,2002-01-01,65
M,PC,FI,2003-01-01,65
M,PC,FI,2004-01-01,66
M,PC,FI,2005-01-01,66
M,PC,FI,2006-01-01,68
M,PC,FI,2007-01-01,69
M,PC,FI,2008-01-01,71
M,PC,FI,2009-01-01,71
M,PC,FI,2010-01-01,73
M,PC,FI,2011-01-01,74
M,PC,FI,2012-01-01,75
M,PC,FI,2013-01-01,84
M,PC,FI,2014-01-01,83
M,PC,FI,2015-01-01,83
M,PC,FI,2016-01-01,87
M,PC,FR,2000-01-01,100
M,PC,FR,2001-01-01,100
M,PC,FR,2002-01-01,100
M,PC,FR,2003-01-01,100
M,PC,FR,2004-01-01,100
M,PC,FR,2005-01-01,100
M,PC,FR,2006-01-01,100
M,PC,FR,2007-01-01,100
M,PC,FR,2008-01-01,100
M,PC,FR,2009-01-01,100
M,PC,FR,2010-01-01,100
M,PC,FR,2011-01-01,100
M,PC,FR,2012-01-01,100
M,PC,FR,2013-01-01,100
M,PC,FR,2014-01-01,100
M,PC,FR,2015-01-01,100
M,PC,FR,2016-01-01,100
M,PC,HR,2000-01-01,
M,PC,HR,2001-01-01,
M,PC,HR,2002-01-01,
M,PC,HR,2003-01-01,8
M,PC,HR,2004-01-01,58
M,PC,HR,2005-01-01,61
M,PC,HR,2006-01-01,64
M,PC,HR,2007-01-01,67
M,PC,HR,2008-01-01,69
M,PC,HR,2009-01-01,70
M,PC,HR,2010-01-01,70
M,PC,HR,2011-01-01,71
M,PC,HR,2012-01-01,71
M,PC,HR,2013-01-01,71
M,PC,HR,2014-01-01,73
M,PC,HR,2015-01-01,74
M,PC,HR,2016-01-01,76
M,PC,HU,2000-01-01,93
M,PC,HU,2001-01-01,92
M,PC,HU,2002-01-01,93
M,PC,HU,2003-01-01,94
M,PC,HU,2004-01-01,95
M,PC,HU,2005-01-01,94
M,PC,HU,2006-01-01,94
M,PC,HU,2007-01-01,94
M,PC,HU,2008-01-01,94
M,PC,HU,2009-01-01,94
M,PC,HU,2010-01-01,94
M,PC,HU,2011-01-01,94
M,PC,HU,2012-01-01,94
M,PC,HU,2013-01-01,94
M,PC,HU,2014-01-01,94
M,PC,HU,2015-01-01,95
M,PC,HU,2016-01-01,96
M,PC,IE,2000-01-01,72
M,PC,IE,2001-01-01,71
M,PC,IE,2002-01-01,71
M,PC,IE,2003-01-01,71
M,PC,IE,2004-01-01,70
M,PC,IE,2005-01-01,70
M,PC,IE,2006-01-01,69
M,PC,IE,2007-01-01,70
M,PC,IE,2008-01-01,70
M,PC,IE,2009-01-01,71
M,PC,IE,2010-01-01,99
M,PC,IE,2011-01-01,98
M,PC,IE,2012-01-01,98
M,PC,IE,2013-01-01,99
M,PC,IE,2014-01-01,99
M,PC,IE,2015-01-01,97
M,PC,IE,2016-01-01,98
M,PC,IS,2000-01-01,91
M,PC,IS,2001-01-01,93
M,PC,IS,2002-01-01,93
M,PC,IS,2003-01-01,94
M,PC,IS,2004-01-01,95
M,PC,IS,2005-01-01,96
M,PC,IS,2006-01-01,96
M,PC,IS,2007-01-01,95
M,PC,IS,2008-01-01,96
M,PC,IS,2009-01-01,95
M,PC,IS,2010-01-01,96
M,PC,IS,2011-01-01,96
M,PC,IS,2012-01-01,97
M,PC,IS,2013-01-01,96
M,PC,IS,2014-01-01,96
M,PC,IS,2015-01-01,97
M,PC,IS,2016-01-01,97
M,PC,IT,2000-01-01,100
M,PC,IT,2001-01-01,100
M,PC,IT,2002-01-01,100
M,PC,IT,2003-01-01,100
M,PC,IT,2004-01-01,100
M,PC,IT,2005-01-01,100
M,PC,IT,2006-01-01,100
M,PC,IT,2007-01-01,100
M,PC,IT,2008-01-01,100
M,PC,IT,2009-01-01,100
M,PC,IT,2010-01-01,99
M,PC,IT,2011-01-01,99
M,PC,IT,2012-01-01,99
M,PC,IT,2013-01-01,99
M,PC,IT,2014-01-01,97
M,PC,IT,2015-01-01,97
M,PC,IT,2016-01-01,97
M,PC,JP,2000-01-01,
M,PC,JP,2001-01-01,
M,PC,JP,2002-01-01,
M,PC,JP,2003-01-01,
M,PC,JP,2004-01-01,
M,PC,JP,2005-01-01,
M,PC,JP,2006-01-01,
M,PC,JP,2007-01-01,
M,PC,JP,2008-01-01,
M,PC,JP,2009-01-01,
M,PC,JP,2010-01-01,
M,PC,JP,2011-01-01,
M,PC,JP,2012-01-01,
M,PC,JP,2013-01-01,
M,PC,JP,2014-01-01,
M,PC,JP,2015-01-01,
M,PC,JP,2016-01-01,
M,PC,LI,2000-01-01,
M,PC,LI,2001-01-01,
M,PC,LI,2002-01-01,
M,PC,LI,2003-01-01,79
M,PC,LI,2004-01-01,81
M,PC,LI,2005-01-01,79
M,PC,LI,2006-01-01,81
M,PC,LI,2007-01-01,83
M,PC,LI,2008-01-01,81
M,PC,LI,2009-01-01,83
M,PC,LI,2010-01-01,87
M,PC,LI,2011-01-01,86
M,PC,LI,2012-01-01,87
M,PC,LI,2013-01-01,83
M,PC,LI,2014-01-01,82
M,PC,LI,2015-01-01,87
M,PC,LI,2016-01-01,82
M,PC,LT,2000-01-01,60
M,PC,LT,2001-01-01,61
M,PC,LT,2002-01-01,64
M,PC,LT,2003-01-01,69
M,PC,LT,2004-01-01,70
M,PC,LT,2005-01-01,72
M,PC,LT,2006-01-01,78
M,PC,LT,2007-01-01,79
M,PC,LT,2008-01-01,81
M,PC,LT,2009-01-01,84
M,PC,LT,2010-01-01,84
M,PC,LT,2011-01-01,84
M,PC,LT,2012-01-01,85
M,PC,LT,2013-01-01,86
M,PC,LT,2014-01-01,88
M,PC,LT,2015-01-01,90
M,PC,LT,2016-01-01,91
M,PC,LU,2000-01-01,93
M,PC,LU,2001-01-01,94
M,PC,LU,2002-01-01,98
M,PC,LU,2003-01-01,83
M,PC,LU,2004-01-01,88
M,PC,LU,2005-01-01,95
M,PC,LU,2006-01-01,94
M,PC,LU,2007-01-01,92
M,PC,LU,2008-01-01,93
M,PC,LU,2009-01-01,94
M,PC,LU,2010-01-01,95
M,PC,LU,2011-01-01,95
M,PC,LU,2012-01-01,97
M,PC,LU,2013-01-01,99
M,PC,LU,2014-01-01,97
M,PC,LU,2015-01-01,96
M,PC,LU,2016-01-01,95
M,PC,LV,2000-01-01,66
M,PC,LV,2001-01-01,67
M,PC,LV,2002-01-01,71
M,PC,LV,2003-01-01,87
M,PC,LV,2004-01-01,86
M,PC,LV,2005-01-01,89
M,PC,LV,2006-01-01,89
M,PC,LV,2007-01-01,90
M,PC,LV,2008-01-01,90
M,PC,LV,2009-01-01,92
M,PC,LV,2010-01-01,90
M,PC,LV,2011-01-01,93
M,PC,LV,2012-01-01,93
M,PC,LV,2013-01-01,93
M,PC,LV,2014-01-01,94
M,PC,LV,2015-01-01,94
M,PC,LV,2016-01-01,95
M,PC,MK,2000-01-01,17
M,PC,MK,2001-01-01,17
M,PC,MK,2002-01-01,17
M,PC,MK,2003-01-01,20
M,PC,MK,2004-01-01,20
M,PC,MK,2005-01-01,22
M,PC,MK,2006-01-01,24
M,PC,MK,2007-01-01,25
M,PC,MK,2008-01-01,28
M,PC,MK,2009-01-01,27
M,PC,MK,2010-01-01,29
M,PC,MK,2011-01-01,20
M,PC,MK,2012-01-01,30
M,PC,MK,2013-01-01,33
M,PC,MK,2014-01-01,32
M,PC,MK,2015-01-01,33
M,PC,MK,2016-01-01,37
M,PC,MT,2000-01-01,100
M,PC,MT,2001-01-01,94
M,PC,MT,2002-01-01,91
M,PC,MT,2003-01-01,99
M,PC,MT,2004-01-01,98
M,PC,MT,2005-01-01,94
M,PC,MT,2006-01-01,97
M,PC,MT,2007-01-01,98
M,PC,MT,2008-01-01,98
M,PC,MT,2009-01-01,96
M,PC,MT,2010-01-01,99
M,PC,MT,2011-01-01,99
M,PC,MT,2012-01-01,100
M,PC,MT,2013-01-01,100
M,PC,MT,2014-01-01,98
M,PC,MT,2015-01-01,100
M,PC,MT,2016-01-01,99
M,PC,NL,2000-01-01,100
M,PC,NL,2001-01-01,98
M,PC,NL,2002-01-01,100
M,PC,NL,2003-01-01,73
M,PC,NL,2004-01-01,74
M,PC,NL,2005-01-01,74
M,PC,NL,2006-01-01,74
M,PC,NL,2007-01-01,99
M,PC,NL,2008-01-01,99
M,PC,NL,2009-01-01,99
M,PC,NL,2010-01-01,99
M,PC,NL,2011-01-01,99
M,PC,NL,2012-01-01,99
M,PC,NL,2013-01-01,99
M,PC,NL,2014-01-01,97
M,PC,NL,2015-01-01,97
M,PC,NL,2016-01-01,97
M,PC,NO,2000-01-01,77
M,PC,NO,2001-01-01,79
M,PC,NO,2002-01-01,
M,PC,NO,2003-01-01,
M,PC,NO,2004-01-01,
M,PC,NO,2005-01-01,
M,PC,NO,2006-01-01,
M,PC,NO,2007-01-01,
M,PC,NO,2008-01-01,95
M,PC,NO,2009-01-01,96
M,PC,NO,2010-01-01,97
M,PC,NO,2011-01-01,97
M,PC,NO,2012-01-01,97
M,PC,NO,2013-01-01,97
M,PC,NO,2014-01-01,97
M,PC,NO,2015-01-01,97
M,PC,NO,2016-01-01,97
M,PC,PL,2000-01-01,58
M,PC,PL,2001-01-01,58
M,PC,PL,2002-01-01,58
M,PC,PL,2003-01-01,59
M,PC,PL,2004-01-01,60
M,PC,PL,2005-01-01,62
M,PC,PL,2006-01-01,64
M,PC,PL,2007-01-01,66
M,PC,PL,2008-01-01,67
M,PC,PL,2009-01-01,70
M,PC,PL,2010-01-01,75
M,PC,PL,2011-01-01,78
M,PC,PL,2012-01-01,84
M,PC,PL,2013-01-01,84
M,PC,PL,2014-01-01,87
M,PC,PL,2015-01-01,90
M,PC,PL,2016-01-01,93
M,PC,PT,2000-01-01,74
M,PC,PT,2001-01-01,77
M,PC,PT,2002-01-01,75
M,PC,PT,2003-01-01,80
M,PC,PT,2004-01-01,81
M,PC,PT,2005-01-01,83
M,PC,PT,2006-01-01,83
M,PC,PT,2007-01-01,87
M,PC,PT,2008-01-01,88
M,PC,PT,2009-01-01,90
M,PC,PT,2010-01-01,92
M,PC,PT,2011-01-01,94
M,PC,PT,2012-01-01,96
M,PC,PT,2013-01-01,95
M,PC,PT,2014-01-01,94
M,PC,PT,2015-01-01,94
M,PC,PT,2016-01-01,93
M,PC,RO,2000-01-01,66
M,PC,RO,2001-01-01,67
M,PC,RO,2002-01-01,71
M,PC,RO,2003-01-01,73
M,PC,RO,2004-01-01,81
M,PC,RO,2005-01-01,81
M,PC,RO,2006-01-01,82
M,PC,RO,2007-01-01,84
M,PC,RO,2008-01-01,87
M,PC,RO,2009-01-01,87
M,PC,RO,2010-01-01,86
M,PC,RO,2011-01-01,85
M,PC,RO,2012-01-01,84
M,PC,RO,2013-01-01,86
M,PC,RO,2014-01-01,86
M,PC,RO,2015-01-01,87
M,PC,RO,2016-01-01,88
M,PC,SE,2000-01-01,83
M,PC,SE,2001-01-01,86
M,PC,SE,2002-01-01,86
M,PC,SE,2003-01-01,89
M,PC,SE,2004-01-01,92
M,PC,SE,2005-01-01,93
M,PC,SE,2006-01-01,89
M,PC,SE,2007-01-01,94
M,PC,SE,2008-01-01,94
M,PC,SE,2009-01-01,94
M,PC,SE,2010-01-01,95
M,PC,SE,2011-01-01,95
M,PC,SE,2012-01-01,95
M,PC,SE,2013-01-01,95
M,PC,SE,2014-01-01,96
M,PC,SE,2015-01-01,94
M,PC,SE,2016-01-01,95
M,PC,SI,2000-01-01,91
M,PC,SI,2001-01-01,86
M,PC,SI,2002-01-01,88
M,PC,SI,2003-01-01,86
M,PC,SI,2004-01-01,87
M,PC,SI,2005-01-01,87
M,PC,SI,2006-01-01,82
M,PC,SI,2007-01-01,85
M,PC,SI,2008-01-01,87
M,PC,SI,2009-01-01,88
M,PC,SI,2010-01-01,89
M,PC,SI,2011-01-01,91
M,PC,SI,2012-01-01,91
M,PC,SI,2013-01-01,90
M,PC,SI,2014-01-01,90
M,PC,SI,2015-01-01,90
M,PC,SI,2016-01-01,91
M,PC,SK,2000-01-01,80
M,PC,SK,2001-01-01,77
M,PC,SK,2002-01-01,75
M,PC,SK,2003-01-01,77
M,PC,SK,2004-01-01,78
M,PC,SK,2005-01-01,79
M,PC,SK,2006-01-01,78
M,PC,SK,2007-01-01,78
M,PC,SK,2008-01-01,78
M,PC,SK,2009-01-01,77
M,PC,SK,2010-01-01,76
M,PC,SK,2011-01-01,76
M,PC,SK,2012-01-01,76
M,PC,SK,2013-01-01,77
M,PC,SK,2014-01-01,77
M,PC,SK,2015-01-01,78
M,PC,SK,2016-01-01,76
M,PC,TR,2000-01-01,11
M,PC,TR,2001-01-01,12
M,PC,TR,2002-01-01,13
M,PC,TR,2003-01-01,14
M,PC,TR,2004-01-01,15
M,PC,TR,2005-01-01,19
M,PC,TR,2006-01-01,23
M,PC,TR,2007-01-01,27
M,PC,TR,2008-01-01,34
M,PC,TR,2009-01-01,33
M,PC,TR,2010-01-01,39
M,PC,TR,2011-01-01,43
M,PC,TR,2012-01-01,44
M,PC,TR,2013-01-01,54
M,PC,TR,2014-01-01,51
M,PC,TR,2015-01-01,52
M,PC,TR,2016-01-01,
M,PC,UK,2000-01-01,100
M,PC,UK,2001-01-01,99
M,PC,UK,2002-01-01,100
M,PC,UK,2003-01-01,94
M,PC,UK,2004-01-01,91
M,PC,UK,2005-01-01,90
M,PC,UK,2006-01-01,89
M,PC,UK,2007-01-01,90
M,PC,UK,2008-01-01,97
M,PC,UK,2009-01-01,97
M,PC,UK,2010-01-01,95
M,PC,UK,2011-01-01,96
M,PC,UK,2012-01-01,97
M,PC,UK,2013-01-01,97
M,PC,UK,2014-01-01,98
M,PC,UK,2015-01-01,100
M,PC,UK,2016-01-01,
M,PC,US,2000-01-01,70
M,PC,US,2001-01-01,82
M,PC,US,2002-01-01,73
M,PC,US,2003-01-01,74
M,PC,US,2004-01-01,70
M,PC,US,2005-01-01,74
M,PC,US,2006-01-01,67
M,PC,US,2007-01-01,69
M,PC,US,2008-01-01,65
M,PC,US,2009-01-01,65
M,PC,US,2010-01-01,73
M,PC,US,2011-01-01,81
M,PC,US,2012-01-01,78
M,PC,US,2013-01-01,
M,PC,US,2014-01-01,
M,PC,US,2015-01-01,
M,PC,US,2016-01-01,
T,PC,AT,2000-01-01,84
T,PC,AT,2001-01-01,86
T,PC,AT,2002-01-01,86
T,PC,AT,2003-01-01,88
T,PC,AT,2004-01-01,87
T,PC,AT,2005-01-01,87
T,PC,AT,2006-01-01,88
T,PC,AT,2007-01-01,88
T,PC,AT,2008-01-01,90
T,PC,AT,2009-01-01,91
T,PC,AT,2010-01-01,92
T,PC,AT,2011-01-01,94
T,PC,AT,2012-01-01,93
T,PC,AT,2013-01-01,93
T,PC,AT,2014-01-01,94
T,PC,AT,2015-01-01,94
T,PC,AT,2016-01-01,94
T,PC,BE,2000-01-01,99
T,PC,BE,2001-01-01,100
T,PC,BE,2002-01-01,100
T,PC,BE,2003-01-01,100
T,PC,BE,2004-01-01,99
T,PC,BE,2005-01-01,100
T,PC,BE,2006-01-01,99
T,PC,BE,2007-01-01,99
T,PC,BE,2008-01-01,99
T,PC,BE,2009-01-01,99
T,PC,BE,2010-01-01,99
T,PC,BE,2011-01-01,98
T,PC,BE,2012-01-01,98
T,PC,BE,2013-01-01,98
T,PC,BE,2014-01-01,98
T,PC,BE,2015-01-01,98
T,PC,BE,2016-01-01,98
T,PC,BG,2000-01-01,73
T,PC,BG,2001-01-01,73
T,PC,BG,2002-01-01,81
T,PC,BG,2003-01-01,83
T,PC,BG,2004-01-01,83
T,PC,BG,2005-01-01,82
T,PC,BG,2006-01-01,80
T,PC,BG,2007-01-01,83
T,PC,BG,2008-01-01,84
T,PC,BG,2009-01-01,84
T,PC,BG,2010-01-01,85
T,PC,BG,2011-01-01,86
T,PC,BG,2012-01-01,87
T,PC,BG,2013-01-01,87
T,PC,BG,2014-01-01,89
T,PC,BG,2015-01-01,89
T,PC,BG,2016-01-01,86
T,PC,CH,2000-01-01,
T,PC,CH,2001-01-01,
T,PC,CH,2002-01-01,73
T,PC,CH,2003-01-01,74
T,PC,CH,2004-01-01,75
T,PC,CH,2005-01-01,77
T,PC,CH,2006-01-01,78
T,PC,CH,2007-01-01,79
T,PC,CH,2008-01-01,77
T,PC,CH,2009-01-01,77
T,PC,CH,2010-01-01,78
T,PC,CH,2011-01-01,78
T,PC,CH,2012-01-01,78
T,PC,CH,2013-01-01,79
T,PC,CH,2014-01-01,80
T,PC,CH,2015-01-01,81
T,PC,CH,2016-01-01,82
T,PC,CY,2000-01-01,64
T,PC,CY,2001-01-01,70
T,PC,CY,2002-01-01,68
T,PC,CY,2003-01-01,68
T,PC,CY,2004-01-01,70
T,PC,CY,2005-01-01,73
T,PC,CY,2006-01-01,83
T,PC,CY,2007-01-01,82
T,PC,CY,2008-01-01,86
T,PC,CY,2009-01-01,84
T,PC,CY,2010-01-01,85
T,PC,CY,2011-01-01,85
T,PC,CY,2012-01-01,83
T,PC,CY,2013-01-01,84
T,PC,CY,2014-01-01,82
T,PC,CY,2015-01-01,89
T,PC,CY,2016-01-01,89
T,PC,CZ,2000-01-01,90
T,PC,CZ,2001-01-01,92
T,PC,CZ,2002-01-01,93
T,PC,CZ,2003-01-01,93
T,PC,CZ,2004-01-01,94
T,PC,CZ,2005-01-01,94
T,PC,CZ,2006-01-01,93
T,PC,CZ,2007-01-01,93
T,PC,CZ,2008-01-01,91
T,PC,CZ,2009-01-01,90
T,PC,CZ,2010-01-01,89
T,PC,CZ,2011-01-01,87
T,PC,CZ,2012-01-01,86
T,PC,CZ,2013-01-01,85
T,PC,CZ,2014-01-01,86
T,PC,CZ,2015-01-01,88
T,PC,CZ,2016-01-01,90
T,PC,DE,2000-01-01,82
T,PC,DE,2001-01-01,87
T,PC,DE,2002-01-01,88
T,PC,DE,2003-01-01,86
T,PC,DE,2004-01-01,85
T,PC,DE,2005-01-01,86
T,PC,DE,2006-01-01,93
T,PC,DE,2007-01-01,94
T,PC,DE,2008-01-01,95
T,PC,DE,2009-01-01,96
T,PC,DE,2010-01-01,96
T,PC,DE,2011-01-01,96
T,PC,DE,2012-01-01,96
T,PC,DE,2013-01-01,97
T,PC,DE,2014-01-01,97
T,PC,DE,2015-01-01,97
T,PC,DE,2016-01-01,96
T,PC,DK,2000-01-01,95
T,PC,DK,2001-01-01,93
T,PC,DK,2002-01-01,93
T,PC,DK,2003-01-01,94
T,PC,DK,2004-01-01,96
T,PC,DK,2005-01-01,91
T,PC,DK,2006-01-01,92
T,PC,DK,2007-01-01,92
T,PC,DK,2008-01-01,91
T,PC,DK,2009-01-01,91
T,PC,DK,2010-01-01,98
T,PC,DK,2011-01-01,97
T,PC,DK,2012-01-01,98
T,PC,DK,2013-01-01,98
T,PC,DK,2014-01-01,98
T,PC,DK,2015-01-01,98
T,PC,DK,2016-01-01,98
T,PC,EE,2000-01-01,84
T,PC,EE,2001-01-01,86
T,PC,EE,2002-01-01,85
T,PC,EE,2003-01-01,91
T,PC,EE,2004-01-01,95
T,PC,EE,2005-01-01,97
T,PC,EE,2006-01-01,94
T,PC,EE,2007-01-01,93
T,PC,EE,2008-01-01,95
T,PC,EE,2009-01-01,96
T,PC,EE,2010-01-01,90
T,PC,EE,2011-01-01,89
T,PC,EE,2012-01-01,90
T,PC,EE,2013-01-01,90
T,PC,EE,2014-01-01,91
T,PC,EE,2015-01-01,91
T,PC,EE,2016-01-01,92
T,PC,EL,2000-01-01,69
T,PC,EL,2001-01-01,70
T,PC,EL,2002-01-01,68
T,PC,EL,2003-01-01,67
T,PC,EL,2004-01-01,66
T,PC,EL,2005-01-01,67
T,PC,EL,2006-01-01,68
T,PC,EL,2007-01-01,66
T,PC,EL,2008-01-01,68
T,PC,EL,2009-01-01,
T,PC,EL,2010-01-01,74
T,PC,EL,2011-01-01,76
T,PC,EL,2012-01-01,75
T,PC,EL,2013-01-01,76
T,PC,EL,2014-01-01,76
T,PC,EL,2015-01-01,80
T,PC,EL,2016-01-01,79
T,PC,ES,2000-01-01,100
T,PC,ES,2001-01-01,100
T,PC,ES,2002-01-01,100
T,PC,ES,2003-01-01,100
T,PC,ES,2004-01-01,99
T,PC,ES,2005-01-01,99
T,PC,ES,2006-01-01,98
T,PC,ES,2007-01-01,97
T,PC,ES,2008-01-01,98
T,PC,ES,2009-01-01,98
T,PC,ES,2010-01-01,97
T,PC,ES,2011-01-01,97
T,PC,ES,2012-01-01,97
T,PC,ES,2013-01-01,97
T,PC,ES,2014-01-01,97
T,PC,ES,2015-01-01,97
T,PC,ES,2016-01-01,97
T,PC,EU28,2000-01-01,85
T,PC,EU28,2001-01-01,86
T,PC,EU28,2002-01-01,87
T,PC,EU28,2003-01-01,86
T,PC,EU28,2004-01-01,87
T,PC,EU28,2005-01-01,87
T,PC,EU28,2006-01-01,89
T,PC,EU28,2007-01-01,90
T,PC,EU28,2008-01-01,91
T,PC,EU28,2009-01-01,92
T,PC,EU28,2010-01-01,92
T,PC,EU28,2011-01-01,93
T,PC,EU28,2012-01-01,93
T,PC,EU28,2013-01-01,94
T,PC,EU28,2014-01-01,94
T,PC,EU28,2015-01-01,94
T,PC,EU28,2016-01-01,95
T,PC,FI,2000-01-01,55
T,PC,FI,2001-01-01,62
T,PC,FI,2002-01-01,65
T,PC,FI,2003-01-01,65
T,PC,FI,2004-01-01,66
T,PC,FI,2005-01-01,66
T,PC,FI,2006-01-01,68
T,PC,FI,2007-01-01,69
T,PC,FI,2008-01-01,70
T,PC,FI,2009-01-01,71
T,PC,FI,2010-01-01,73
T,PC,FI,2011-01-01,74
T,PC,FI,2012-01-01,75
T,PC,FI,2013-01-01,84
T,PC,FI,2014-01-01,83
T,PC,FI,2015-01-01,83
T,PC,FI,2016-01-01,87
T,PC,FR,2000-01-01,100
T,PC,FR,2001-01-01,100
T,PC,FR,2002-01-01,100
T,PC,FR,2003-01-01,100
T,PC,FR,2004-01-01,100
T,PC,FR,2005-01-01,100
T,PC,FR,2006-01-01,100
T,PC,FR,2007-01-01,100
T,PC,FR,2008-01-01,100
T,PC,FR,2009-01-01,100
T,PC,FR,2010-01-01,100
T,PC,FR,2011-01-01,100
T,PC,FR,2012-01-01,100
T,PC,FR,2013-01-01,100
T,PC,FR,2014-01-01,100
T,PC,FR,2015-01-01,100
T,PC,FR,2016-01-01,100
T,PC,HR,2000-01-01,
T,PC,HR,2001-01-01,
T,PC,HR,2002-01-01,
T,PC,HR,2003-01-01,55
T,PC,HR,2004-01-01,57
T,PC,HR,2005-01-01,61
T,PC,HR,2006-01-01,64
T,PC,HR,2007-01-01,66
T,PC,HR,2008-01-01,68
T,PC,HR,2009-01-01,69
T,PC,HR,2010-01-01,70
T,PC,HR,2011-01-01,71
T,PC,HR,2012-01-01,71
T,PC,HR,2013-01-01,71
T,PC,HR,2014-01-01,72
T,PC,HR,2015-01-01,73
T,PC,HR,2016-01-01,75
T,PC,HU,2000-01-01,93
T,PC,HU,2001-01-01,92
T,PC,HU,2002-01-01,93
T,PC,HU,2003-01-01,94
T,PC,HU,2004-01-01,95
T,PC,HU,2005-01-01,93
T,PC,HU,2006-01-01,94
T,PC,HU,2007-01-01,95
T,PC,HU,2008-01-01,94
T,PC,HU,2009-01-01,94
T,PC,HU,2010-01-01,94
T,PC,HU,2011-01-01,94
T,PC,HU,2012-01-01,94
T,PC,HU,2013-01-01,94
T,PC,HU,2014-01-01,94
T,PC,HU,2015-01-01,95
T,PC,HU,2016-01-01,95
T,PC,IE,2000-01-01,73
T,PC,IE,2001-01-01,72
T,PC,IE,2002-01-01,72
T,PC,IE,2003-01-01,72
T,PC,IE,2004-01-01,71
T,PC,IE,2005-01-01,70
T,PC,IE,2006-01-01,70
T,PC,IE,2007-01-01,71
T,PC,IE,2008-01-01,72
T,PC,IE,2009-01-01,73
T,PC,IE,2010-01-01,100
T,PC,IE,2011-01-01,98
T,PC,IE,2012-01-01,99
T,PC,IE,2013-01-01,99
T,PC,IE,2014-01-01,99
T,PC,IE,2015-01-01,97
T,PC,IE,2016-01-01,98
T,PC,IS,2000-01-01,91
T,PC,IS,2001-01-01,93
T,PC,IS,2002-01-01,93
T,PC,IS,2003-01-01,94
T,PC,IS,2004-01-01,95
T,PC,IS,2005-01-01,95
T,PC,IS,2006-01-01,95
T,PC,IS,2007-01-01,95
T,PC,IS,2008-01-01,96
T,PC,IS,2009-01-01,95
T,PC,IS,2010-01-01,95
T,PC,IS,2011-01-01,96
T,PC,IS,2012-01-01,97
T,PC,IS,2013-01-01,96
T,PC,IS,2014-01-01,96
T,PC,IS,2015-01-01,97
T,PC,IS,2016-01-01,97
T,PC,IT,2000-01-01,100
T,PC,IT,2001-01-01,100
T,PC,IT,2002-01-01,100
T,PC,IT,2003-01-01,100
T,PC,IT,2004-01-01,100
T,PC,IT,2005-01-01,100
T,PC,IT,2006-01-01,100
T,PC,IT,2007-01-01,100
T,PC,IT,2008-01-01,100
T,PC,IT,2009-01-01,99
T,PC,IT,2010-01-01,99
T,PC,IT,2011-01-01,99
T,PC,IT,2012-01-01,99
T,PC,IT,2013-01-01,98
T,PC,IT,2014-01-01,96
T,PC,IT,2015-01-01,96
T,PC,IT,2016-01-01,96
T,PC,LI,2000-01-01,69
T,PC,LI,2001-01-01,
T,PC,LI,2002-01-01,
T,PC,LI,2003-01-01,80
T,PC,LI,2004-01-01,82
T,PC,LI,2005-01-01,83
T,PC,LI,2006-01-01,84
T,PC,LI,2007-01-01,84
T,PC,LI,2008-01-01,83
T,PC,LI,2009-01-01,85
T,PC,LI,2010-01-01,85
T,PC,LI,2011-01-01,86
T,PC,LI,2012-01-01,87
T,PC,LI,2013-01-01,84
T,PC,LI,2014-01-01,84
T,PC,LI,2015-01-01,87
T,PC,LI,2016-01-01,83
T,PC,LT,2000-01-01,60
T,PC,LT,2001-01-01,61
T,PC,LT,2002-01-01,64
T,PC,LT,2003-01-01,69
T,PC,LT,2004-01-01,70
T,PC,LT,2005-01-01,72
T,PC,LT,2006-01-01,78
T,PC,LT,2007-01-01,79
T,PC,LT,2008-01-01,82
T,PC,LT,2009-01-01,84
T,PC,LT,2010-01-01,83
T,PC,LT,2011-01-01,84
