na_item,nace_r2,unit,geotime,date,value
B1G,F,PCH_Q1_SCA,AT,2015-07-01,-0.6
B1G,F,PCH_Q1_SCA,AT,2015-10-01,-1.1
B1G,F,PCH_Q1_SCA,AT,2016-01-01,0.7
B1G,F,PCH_Q1_SCA,AT,2016-04-01,0.8
B1G,F,PCH_Q1_SCA,AT,2016-07-01,0.6
B1G,F,PCH_Q1_SCA,AT,2016-10-01,1.5
B1G,F,PCH_Q1_SCA,AT,2017-01-01,0.9
B1G,F,PCH_Q1_SCA,AT,2017-04-01,0.4
B1G,F,PCH_Q1_SCA,AT,2017-07-01,0.1
B1G,F,PCH_Q1_SCA,AT,2017-10-01,0.6
B1G,F,PCH_Q1_SCA,AT,2018-01-01,1.1
B1G,F,PCH_Q1_SCA,AT,2018-04-01,0.1
B1G,F,PCH_Q1_SCA,BE,2015-07-01,0.1
B1G,F,PCH_Q1_SCA,BE,2015-10-01,-0.7
B1G,F,PCH_Q1_SCA,BE,2016-01-01,1.0
B1G,F,PCH_Q1_SCA,BE,2016-04-01,0.1
B1G,F,PCH_Q1_SCA,BE,2016-07-01,-0.8
B1G,F,PCH_Q1_SCA,BE,2016-10-01,-1.0
B1G,F,PCH_Q1_SCA,BE,2017-01-01,2.7
B1G,F,PCH_Q1_SCA,BE,2017-04-01,0.1
B1G,F,PCH_Q1_SCA,BE,2017-07-01,-0.8
B1G,F,PCH_Q1_SCA,BE,2017-10-01,0.1
B1G,F,PCH_Q1_SCA,BE,2018-01-01,1.3
B1G,F,PCH_Q1_SCA,BE,2018-04-01,0.4
B1G,F,PCH_Q1_SCA,BG,2015-07-01,1.9
B1G,F,PCH_Q1_SCA,BG,2015-10-01,2.1
B1G,F,PCH_Q1_SCA,BG,2016-01-01,-10.2
B1G,F,PCH_Q1_SCA,BG,2016-04-01,1.1
B1G,F,PCH_Q1_SCA,BG,2016-07-01,1.2
B1G,F,PCH_Q1_SCA,BG,2016-10-01,1.0
B1G,F,PCH_Q1_SCA,BG,2017-01-01,1.0
B1G,F,PCH_Q1_SCA,BG,2017-04-01,1.2
B1G,F,PCH_Q1_SCA,BG,2017-07-01,0.4
B1G,F,PCH_Q1_SCA,BG,2017-10-01,0.4
