indic_il,sex,geotime,date,value
R_PN_WK,M,FI,2006-01-01,0
R_PN_WK,M,FI,2007-01-01,0
R_PN_WK,M,FI,2008-01-01,0
R_PN_WK,M,FI,2009-01-01,0
R_PN_WK,M,FI,2010-01-01,0
R_PN_WK,M,FI,2011-01-01,0
R_PN_WK,M,FI,2012-01-01,0
R_PN_WK,M,FI,2013-01-01,
R_PN_WK,M,FI,2014-01-01,0
R_PN_WK,M,FI,2015-01-01,
R_PN_WK,M,FI,2016-01-01,0
R_PN_WK,M,FI,2017-01-01,0
R_PN_WK,M,FR,2006-01-01,0
R_PN_WK,M,FR,2007-01-01,0
R_PN_WK,M,FR,2008-01-01,0
R_PN_WK,M,FR,2009-01-01,0
R_PN_WK,M,FR,2010-01-01,0
R_PN_WK,M,FR,2011-01-01,0
R_PN_WK,M,FR,2012-01-01,0
R_PN_WK,M,FR,2013-01-01,
R_PN_WK,M,FR,2014-01-01,0
R_PN_WK,M,FR,2015-01-01,
R_PN_WK,M,FR,2016-01-01,0
R_PN_WK,M,FR,2017-01-01,0
R_PN_WK,M,HR,2006-01-01,
R_PN_WK,M,HR,2007-01-01,
R_PN_WK,M,HR,2008-01-01,
R_PN_WK,M,HR,2009-01-01,
R_PN_WK,M,HR,2010-01-01,0
R_PN_WK,M,HR,2011-01-01,0
R_PN_WK,M,HR,2012-01-01,0
R_PN_WK,M,HR,2013-01-01,
R_PN_WK,M,HR,2014-01-01,0
R_PN_WK,M,HR,2015-01-01,
R_PN_WK,M,HR,2016-01-01,0
R_PN_WK,M,HR,2017-01-01,
R_PN_WK,M,HU,2006-01-01,0
R_PN_WK,M,HU,2007-01-01,0
R_PN_WK,M,HU,2008-01-01,0
R_PN_WK,M,HU,2009-01-01,0
R_PN_WK,M,HU,2010-01-01,0
R_PN_WK,M,HU,2011-01-01,0
R_PN_WK,M,HU,2012-01-01,0
R_PN_WK,M,HU,2013-01-01,
R_PN_WK,M,HU,2014-01-01,0
R_PN_WK,M,HU,2015-01-01,
R_PN_WK,M,HU,2016-01-01,0
R_PN_WK,M,HU,2017-01-01,0
R_PN_WK,M,IE,2006-01-01,0
R_PN_WK,M,IE,2007-01-01,0
R_PN_WK,M,IE,2008-01-01,0
R_PN_WK,M,IE,2009-01-01,0
R_PN_WK,M,IE,2010-01-01,0
R_PN_WK,M,IE,2011-01-01,0
R_PN_WK,M,IE,2012-01-01,0
R_PN_WK,M,IE,2013-01-01,
R_PN_WK,M,IE,2014-01-01,0
R_PN_WK,M,IE,2015-01-01,
R_PN_WK,M,IE,2016-01-01,0
R_PN_WK,M,IE,2017-01-01,
R_PN_WK,M,IS,2006-01-01,0
R_PN_WK,M,IS,2007-01-01,0
R_PN_WK,M,IS,2008-01-01,0
R_PN_WK,M,IS,2009-01-01,0
R_PN_WK,M,IS,2010-01-01,0
R_PN_WK,M,IS,2011-01-01,0
R_PN_WK,M,IS,2012-01-01,0
R_PN_WK,M,IS,2013-01-01,
R_PN_WK,M,IS,2014-01-01,0
R_PN_WK,M,IS,2015-01-01,
R_PN_WK,M,IS,2016-01-01,0
R_PN_WK,M,IS,2017-01-01,
R_PN_WK,M,IT,2006-01-01,0
R_PN_WK,M,IT,2007-01-01,0
R_PN_WK,M,IT,2008-01-01,0
R_PN_WK,M,IT,2009-01-01,0
R_PN_WK,M,IT,2010-01-01,0
R_PN_WK,M,IT,2011-01-01,0
R_PN_WK,M,IT,2012-01-01,0
R_PN_WK,M,IT,2013-01-01,
R_PN_WK,M,IT,2014-01-01,0
R_PN_WK,M,IT,2015-01-01,
R_PN_WK,M,IT,2016-01-01,0
R_PN_WK,M,IT,2017-01-01,0
R_PN_WK,M,LT,2006-01-01,0
R_PN_WK,M,LT,2007-01-01,0
R_PN_WK,M,LT,2008-01-01,0
R_PN_WK,M,LT,2009-01-01,0
R_PN_WK,M,LT,2010-01-01,0
R_PN_WK,M,LT,2011-01-01,0
R_PN_WK,M,LT,2012-01-01,0
R_PN_WK,M,LT,2013-01-01,
R_PN_WK,M,LT,2014-01-01,0
R_PN_WK,M,LT,2015-01-01,
R_PN_WK,M,LT,2016-01-01,0
R_PN_WK,M,LT,2017-01-01,0
R_PN_WK,M,LU,2006-01-01,0
R_PN_WK,M,LU,2007-01-01,0
R_PN_WK,M,LU,2008-01-01,0
R_PN_WK,M,LU,2009-01-01,0
R_PN_WK,M,LU,2010-01-01,0
R_PN_WK,M,LU,2011-01-01,0
R_PN_WK,M,LU,2012-01-01,0
R_PN_WK,M,LU,2013-01-01,
R_PN_WK,M,LU,2014-01-01,0
R_PN_WK,M,LU,2015-01-01,
R_PN_WK,M,LU,2016-01-01,0
R_PN_WK,M,LU,2017-01-01,0
R_PN_WK,M,LV,2006-01-01,0
R_PN_WK,M,LV,2007-01-01,0
R_PN_WK,M,LV,2008-01-01,0
R_PN_WK,M,LV,2009-01-01,0
R_PN_WK,M,LV,2010-01-01,0
R_PN_WK,M,LV,2011-01-01,0
R_PN_WK,M,LV,2012-01-01,0
R_PN_WK,M,LV,2013-01-01,
R_PN_WK,M,LV,2014-01-01,0
R_PN_WK,M,LV,2015-01-01,
R_PN_WK,M,LV,2016-01-01,0
R_PN_WK,M,LV,2017-01-01,0
R_PN_WK,M,MK,2006-01-01,
R_PN_WK,M,MK,2007-01-01,
R_PN_WK,M,MK,2008-01-01,
R_PN_WK,M,MK,2009-01-01,
R_PN_WK,M,MK,2010-01-01,
R_PN_WK,M,MK,2011-01-01,
R_PN_WK,M,MK,2012-01-01,0
R_PN_WK,M,MK,2013-01-01,
R_PN_WK,M,MK,2014-01-01,0
R_PN_WK,M,MK,2015-01-01,
R_PN_WK,M,MK,2016-01-01,0
R_PN_WK,M,MK,2017-01-01,
R_PN_WK,M,MT,2006-01-01,0
R_PN_WK,M,MT,2007-01-01,0
R_PN_WK,M,MT,2008-01-01,0
R_PN_WK,M,MT,2009-01-01,0
R_PN_WK,M,MT,2010-01-01,0
R_PN_WK,M,MT,2011-01-01,0
R_PN_WK,M,MT,2012-01-01,0
R_PN_WK,M,MT,2013-01-01,
R_PN_WK,M,MT,2014-01-01,0
R_PN_WK,M,MT,2015-01-01,
R_PN_WK,M,MT,2016-01-01,0
R_PN_WK,M,MT,2017-01-01,0
R_PN_WK,M,NL,2006-01-01,0
R_PN_WK,M,NL,2007-01-01,0
R_PN_WK,M,NL,2008-01-01,0
R_PN_WK,M,NL,2009-01-01,0
R_PN_WK,M,NL,2010-01-01,0
R_PN_WK,M,NL,2011-01-01,0
R_PN_WK,M,NL,2012-01-01,0
R_PN_WK,M,NL,2013-01-01,
R_PN_WK,M,NL,2014-01-01,0
R_PN_WK,M,NL,2015-01-01,
R_PN_WK,M,NL,2016-01-01,0
R_PN_WK,M,NL,2017-01-01,0
R_PN_WK,M,NO,2006-01-01,0
R_PN_WK,M,NO,2007-01-01,0
R_PN_WK,M,NO,2008-01-01,0
R_PN_WK,M,NO,2009-01-01,0
R_PN_WK,M,NO,2010-01-01,0
R_PN_WK,M,NO,2011-01-01,0
R_PN_WK,M,NO,2012-01-01,0
R_PN_WK,M,NO,2013-01-01,
R_PN_WK,M,NO,2014-01-01,0
R_PN_WK,M,NO,2015-01-01,
R_PN_WK,M,NO,2016-01-01,0
R_PN_WK,M,NO,2017-01-01,0
R_PN_WK,M,PL,2006-01-01,0
R_PN_WK,M,PL,2007-01-01,0
R_PN_WK,M,PL,2008-01-01,0
R_PN_WK,M,PL,2009-01-01,0
R_PN_WK,M,PL,2010-01-01,0
R_PN_WK,M,PL,2011-01-01,0
R_PN_WK,M,PL,2012-01-01,0
R_PN_WK,M,PL,2013-01-01,
R_PN_WK,M,PL,2014-01-01,0
R_PN_WK,M,PL,2015-01-01,
R_PN_WK,M,PL,2016-01-01,0
R_PN_WK,M,PL,2017-01-01,0
R_PN_WK,M,PT,2006-01-01,0
R_PN_WK,M,PT,2007-01-01,0
R_PN_WK,M,PT,2008-01-01,0
R_PN_WK,M,PT,2009-01-01,0
R_PN_WK,M,PT,2010-01-01,0
R_PN_WK,M,PT,2011-01-01,0
R_PN_WK,M,PT,2012-01-01,0
R_PN_WK,M,PT,2013-01-01,
R_PN_WK,M,PT,2014-01-01,0
R_PN_WK,M,PT,2015-01-01,
R_PN_WK,M,PT,2016-01-01,0
R_PN_WK,M,PT,2017-01-01,0
R_PN_WK,M,RO,2006-01-01,
R_PN_WK,M,RO,2007-01-01,0
R_PN_WK,M,RO,2008-01-01,0
R_PN_WK,M,RO,2009-01-01,0
R_PN_WK,M,RO,2010-01-01,0
R_PN_WK,M,RO,2011-01-01,0
R_PN_WK,M,RO,2012-01-01,0
R_PN_WK,M,RO,2013-01-01,
R_PN_WK,M,RO,2014-01-01,0
R_PN_WK,M,RO,2015-01-01,
R_PN_WK,M,RO,2016-01-01,0
R_PN_WK,M,RO,2017-01-01,0
R_PN_WK,M,RS,2006-01-01,
R_PN_WK,M,RS,2007-01-01,
R_PN_WK,M,RS,2008-01-01,
R_PN_WK,M,RS,2009-01-01,
R_PN_WK,M,RS,2010-01-01,
R_PN_WK,M,RS,2011-01-01,
R_PN_WK,M,RS,2012-01-01,
R_PN_WK,M,RS,2013-01-01,
R_PN_WK,M,RS,2014-01-01,0
R_PN_WK,M,RS,2015-01-01,
R_PN_WK,M,RS,2016-01-01,0
R_PN_WK,M,RS,2017-01-01,
R_PN_WK,M,SE,2006-01-01,0
R_PN_WK,M,SE,2007-01-01,0
R_PN_WK,M,SE,2008-01-01,0
R_PN_WK,M,SE,2009-01-01,0
R_PN_WK,M,SE,2010-01-01,0
R_PN_WK,M,SE,2011-01-01,0
R_PN_WK,M,SE,2012-01-01,0
R_PN_WK,M,SE,2013-01-01,
R_PN_WK,M,SE,2014-01-01,0
R_PN_WK,M,SE,2015-01-01,
R_PN_WK,M,SE,2016-01-01,0
R_PN_WK,M,SE,2017-01-01,0
R_PN_WK,M,SI,2006-01-01,0
R_PN_WK,M,SI,2007-01-01,0
R_PN_WK,M,SI,2008-01-01,0
R_PN_WK,M,SI,2009-01-01,0
R_PN_WK,M,SI,2010-01-01,0
R_PN_WK,M,SI,2011-01-01,0
R_PN_WK,M,SI,2012-01-01,0
R_PN_WK,M,SI,2013-01-01,
R_PN_WK,M,SI,2014-01-01,0
R_PN_WK,M,SI,2015-01-01,
R_PN_WK,M,SI,2016-01-01,0
R_PN_WK,M,SI,2017-01-01,0
R_PN_WK,M,SK,2006-01-01,0
R_PN_WK,M,SK,2007-01-01,0
R_PN_WK,M,SK,2008-01-01,0
R_PN_WK,M,SK,2009-01-01,0
R_PN_WK,M,SK,2010-01-01,0
R_PN_WK,M,SK,2011-01-01,0
R_PN_WK,M,SK,2012-01-01,0
R_PN_WK,M,SK,2013-01-01,
R_PN_WK,M,SK,2014-01-01,0
R_PN_WK,M,SK,2015-01-01,
R_PN_WK,M,SK,2016-01-01,0
R_PN_WK,M,SK,2017-01-01,0
R_PN_WK,M,TR,2006-01-01,0
R_PN_WK,M,TR,2007-01-01,0
R_PN_WK,M,TR,2008-01-01,0
R_PN_WK,M,TR,2009-01-01,0
R_PN_WK,M,TR,2010-01-01,0
R_PN_WK,M,TR,2011-01-01,0
R_PN_WK,M,TR,2012-01-01,0
R_PN_WK,M,TR,2013-01-01,
R_PN_WK,M,TR,2014-01-01,0
R_PN_WK,M,TR,2015-01-01,
R_PN_WK,M,TR,2016-01-01,
R_PN_WK,M,TR,2017-01-01,
R_PN_WK,M,UK,2006-01-01,0
R_PN_WK,M,UK,2007-01-01,0
R_PN_WK,M,UK,2008-01-01,0
R_PN_WK,M,UK,2009-01-01,0
R_PN_WK,M,UK,2010-01-01,0
R_PN_WK,M,UK,2011-01-01,0
R_PN_WK,M,UK,2012-01-01,0
R_PN_WK,M,UK,2013-01-01,
R_PN_WK,M,UK,2014-01-01,0
R_PN_WK,M,UK,2015-01-01,
R_PN_WK,M,UK,2016-01-01,0
R_PN_WK,M,UK,2017-01-01,
R_PN_WK,T,AT,2006-01-01,0
R_PN_WK,T,AT,2007-01-01,0
R_PN_WK,T,AT,2008-01-01,0
R_PN_WK,T,AT,2009-01-01,0
R_PN_WK,T,AT,2010-01-01,0
R_PN_WK,T,AT,2011-01-01,0
R_PN_WK,T,AT,2012-01-01,0
R_PN_WK,T,AT,2013-01-01,
R_PN_WK,T,AT,2014-01-01,0
R_PN_WK,T,AT,2015-01-01,
R_PN_WK,T,AT,2016-01-01,0
R_PN_WK,T,AT,2017-01-01,0
R_PN_WK,T,BE,2006-01-01,0
R_PN_WK,T,BE,2007-01-01,0
R_PN_WK,T,BE,2008-01-01,0
R_PN_WK,T,BE,2009-01-01,0
R_PN_WK,T,BE,2010-01-01,0
R_PN_WK,T,BE,2011-01-01,0
R_PN_WK,T,BE,2012-01-01,0
R_PN_WK,T,BE,2013-01-01,
R_PN_WK,T,BE,2014-01-01,0
R_PN_WK,T,BE,2015-01-01,
R_PN_WK,T,BE,2016-01-01,0
R_PN_WK,T,BE,2017-01-01,0
R_PN_WK,T,BG,2006-01-01,0
R_PN_WK,T,BG,2007-01-01,0
R_PN_WK,T,BG,2008-01-01,0
R_PN_WK,T,BG,2009-01-01,0
R_PN_WK,T,BG,2010-01-01,0
R_PN_WK,T,BG,2011-01-01,0
R_PN_WK,T,BG,2012-01-01,0
R_PN_WK,T,BG,2013-01-01,
R_PN_WK,T,BG,2014-01-01,0
R_PN_WK,T,BG,2015-01-01,
R_PN_WK,T,BG,2016-01-01,0
R_PN_WK,T,BG,2017-01-01,0
R_PN_WK,T,CH,2006-01-01,
R_PN_WK,T,CH,2007-01-01,0
R_PN_WK,T,CH,2008-01-01,0
R_PN_WK,T,CH,2009-01-01,0
R_PN_WK,T,CH,2010-01-01,0
R_PN_WK,T,CH,2011-01-01,0
R_PN_WK,T,CH,2012-01-01,0
R_PN_WK,T,CH,2013-01-01,
R_PN_WK,T,CH,2014-01-01,0
R_PN_WK,T,CH,2015-01-01,
R_PN_WK,T,CH,2016-01-01,0
R_PN_WK,T,CH,2017-01-01,
R_PN_WK,T,CY,2006-01-01,0
R_PN_WK,T,CY,2007-01-01,0
R_PN_WK,T,CY,2008-01-01,0
R_PN_WK,T,CY,2009-01-01,0
R_PN_WK,T,CY,2010-01-01,0
R_PN_WK,T,CY,2011-01-01,0
R_PN_WK,T,CY,2012-01-01,0
R_PN_WK,T,CY,2013-01-01,
R_PN_WK,T,CY,2014-01-01,0
R_PN_WK,T,CY,2015-01-01,
R_PN_WK,T,CY,2016-01-01,0
R_PN_WK,T,CY,2017-01-01,0
R_PN_WK,T,CZ,2006-01-01,0
R_PN_WK,T,CZ,2007-01-01,0
R_PN_WK,T,CZ,2008-01-01,0
R_PN_WK,T,CZ,2009-01-01,0
R_PN_WK,T,CZ,2010-01-01,0
R_PN_WK,T,CZ,2011-01-01,0
R_PN_WK,T,CZ,2012-01-01,0
R_PN_WK,T,CZ,2013-01-01,
R_PN_WK,T,CZ,2014-01-01,0
R_PN_WK,T,CZ,2015-01-01,
R_PN_WK,T,CZ,2016-01-01,0
R_PN_WK,T,CZ,2017-01-01,0
R_PN_WK,T,DE,2006-01-01,0
R_PN_WK,T,DE,2007-01-01,0
R_PN_WK,T,DE,2008-01-01,0
R_PN_WK,T,DE,2009-01-01,0
R_PN_WK,T,DE,2010-01-01,0
R_PN_WK,T,DE,2011-01-01,0
R_PN_WK,T,DE,2012-01-01,0
R_PN_WK,T,DE,2013-01-01,
R_PN_WK,T,DE,2014-01-01,0
R_PN_WK,T,DE,2015-01-01,
R_PN_WK,T,DE,2016-01-01,0
R_PN_WK,T,DE,2017-01-01,0
R_PN_WK,T,DK,2006-01-01,0
R_PN_WK,T,DK,2007-01-01,0
R_PN_WK,T,DK,2008-01-01,0
R_PN_WK,T,DK,2009-01-01,0
R_PN_WK,T,DK,2010-01-01,0
R_PN_WK,T,DK,2011-01-01,0
R_PN_WK,T,DK,2012-01-01,0
R_PN_WK,T,DK,2013-01-01,
R_PN_WK,T,DK,2014-01-01,0
R_PN_WK,T,DK,2015-01-01,
R_PN_WK,T,DK,2016-01-01,0
R_PN_WK,T,DK,2017-01-01,0
R_PN_WK,T,EA18,2006-01-01,0
R_PN_WK,T,EA18,2007-01-01,0
R_PN_WK,T,EA18,2008-01-01,0
R_PN_WK,T,EA18,2009-01-01,0
R_PN_WK,T,EA18,2010-01-01,0
R_PN_WK,T,EA18,2011-01-01,0
R_PN_WK,T,EA18,2012-01-01,0
R_PN_WK,T,EA18,2013-01-01,
R_PN_WK,T,EA18,2014-01-01,0
R_PN_WK,T,EA18,2015-01-01,
R_PN_WK,T,EA18,2016-01-01,0
R_PN_WK,T,EA18,2017-01-01,0
R_PN_WK,T,EA19,2006-01-01,0
R_PN_WK,T,EA19,2007-01-01,0
R_PN_WK,T,EA19,2008-01-01,0
R_PN_WK,T,EA19,2009-01-01,0
R_PN_WK,T,EA19,2010-01-01,0
R_PN_WK,T,EA19,2011-01-01,0
R_PN_WK,T,EA19,2012-01-01,0
R_PN_WK,T,EA19,2013-01-01,
R_PN_WK,T,EA19,2014-01-01,0
R_PN_WK,T,EA19,2015-01-01,
R_PN_WK,T,EA19,2016-01-01,0
R_PN_WK,T,EA19,2017-01-01,0
R_PN_WK,T,EE,2006-01-01,0
R_PN_WK,T,EE,2007-01-01,0
R_PN_WK,T,EE,2008-01-01,0
R_PN_WK,T,EE,2009-01-01,0
R_PN_WK,T,EE,2010-01-01,0
R_PN_WK,T,EE,2011-01-01,0
R_PN_WK,T,EE,2012-01-01,0
R_PN_WK,T,EE,2013-01-01,
R_PN_WK,T,EE,2014-01-01,0
R_PN_WK,T,EE,2015-01-01,
R_PN_WK,T,EE,2016-01-01,0
R_PN_WK,T,EE,2017-01-01,0
R_PN_WK,T,EL,2006-01-01,0
R_PN_WK,T,EL,2007-01-01,0
R_PN_WK,T,EL,2008-01-01,0
R_PN_WK,T,EL,2009-01-01,0
R_PN_WK,T,EL,2010-01-01,0
R_PN_WK,T,EL,2011-01-01,0
R_PN_WK,T,EL,2012-01-01,0
R_PN_WK,T,EL,2013-01-01,
R_PN_WK,T,EL,2014-01-01,0
R_PN_WK,T,EL,2015-01-01,
R_PN_WK,T,EL,2016-01-01,0
R_PN_WK,T,EL,2017-01-01,0
R_PN_WK,T,ES,2006-01-01,0
R_PN_WK,T,ES,2007-01-01,0
R_PN_WK,T,ES,2008-01-01,0
R_PN_WK,T,ES,2009-01-01,0
R_PN_WK,T,ES,2010-01-01,0
R_PN_WK,T,ES,2011-01-01,0
R_PN_WK,T,ES,2012-01-01,0
R_PN_WK,T,ES,2013-01-01,
R_PN_WK,T,ES,2014-01-01,0
R_PN_WK,T,ES,2015-01-01,
R_PN_WK,T,ES,2016-01-01,0
R_PN_WK,T,ES,2017-01-01,0
R_PN_WK,T,EU27,2006-01-01,0
R_PN_WK,T,EU27,2007-01-01,0
R_PN_WK,T,EU27,2008-01-01,0
R_PN_WK,T,EU27,2009-01-01,0
R_PN_WK,T,EU27,2010-01-01,0
R_PN_WK,T,EU27,2011-01-01,0
R_PN_WK,T,EU27,2012-01-01,0
R_PN_WK,T,EU27,2013-01-01,
R_PN_WK,T,EU27,2014-01-01,0
R_PN_WK,T,EU27,2015-01-01,
R_PN_WK,T,EU27,2016-01-01,0
R_PN_WK,T,EU27,2017-01-01,0
R_PN_WK,T,EU28,2006-01-01,
R_PN_WK,T,EU28,2007-01-01,
R_PN_WK,T,EU28,2008-01-01,
R_PN_WK,T,EU28,2009-01-01,
R_PN_WK,T,EU28,2010-01-01,0
R_PN_WK,T,EU28,2011-01-01,0
R_PN_WK,T,EU28,2012-01-01,0
R_PN_WK,T,EU28,2013-01-01,
R_PN_WK,T,EU28,2014-01-01,0
R_PN_WK,T,EU28,2015-01-01,
R_PN_WK,T,EU28,2016-01-01,0
R_PN_WK,T,EU28,2017-01-01,0
R_PN_WK,T,FI,2006-01-01,0
R_PN_WK,T,FI,2007-01-01,0
R_PN_WK,T,FI,2008-01-01,0
R_PN_WK,T,FI,2009-01-01,0
R_PN_WK,T,FI,2010-01-01,0
R_PN_WK,T,FI,2011-01-01,0
R_PN_WK,T,FI,2012-01-01,0
R_PN_WK,T,FI,2013-01-01,
R_PN_WK,T,FI,2014-01-01,0
R_PN_WK,T,FI,2015-01-01,
R_PN_WK,T,FI,2016-01-01,0
R_PN_WK,T,FI,2017-01-01,0
R_PN_WK,T,FR,2006-01-01,0
R_PN_WK,T,FR,2007-01-01,0
R_PN_WK,T,FR,2008-01-01,0
R_PN_WK,T,FR,2009-01-01,0
R_PN_WK,T,FR,2010-01-01,0
R_PN_WK,T,FR,2011-01-01,0
R_PN_WK,T,FR,2012-01-01,0
R_PN_WK,T,FR,2013-01-01,
R_PN_WK,T,FR,2014-01-01,0
R_PN_WK,T,FR,2015-01-01,
R_PN_WK,T,FR,2016-01-01,0
R_PN_WK,T,FR,2017-01-01,0
R_PN_WK,T,HR,2006-01-01,
R_PN_WK,T,HR,2007-01-01,
R_PN_WK,T,HR,2008-01-01,
R_PN_WK,T,HR,2009-01-01,
R_PN_WK,T,HR,2010-01-01,0
R_PN_WK,T,HR,2011-01-01,0
R_PN_WK,T,HR,2012-01-01,0
R_PN_WK,T,HR,2013-01-01,
R_PN_WK,T,HR,2014-01-01,0
R_PN_WK,T,HR,2015-01-01,
R_PN_WK,T,HR,2016-01-01,0
R_PN_WK,T,HR,2017-01-01,
R_PN_WK,T,HU,2006-01-01,0
R_PN_WK,T,HU,2007-01-01,0
R_PN_WK,T,HU,2008-01-01,0
R_PN_WK,T,HU,2009-01-01,0
R_PN_WK,T,HU,2010-01-01,0
R_PN_WK,T,HU,2011-01-01,0
R_PN_WK,T,HU,2012-01-01,0
R_PN_WK,T,HU,2013-01-01,
R_PN_WK,T,HU,2014-01-01,0
R_PN_WK,T,HU,2015-01-01,
R_PN_WK,T,HU,2016-01-01,0
R_PN_WK,T,HU,2017-01-01,0
R_PN_WK,T,IE,2006-01-01,0
R_PN_WK,T,IE,2007-01-01,0
R_PN_WK,T,IE,2008-01-01,0
R_PN_WK,T,IE,2009-01-01,0
R_PN_WK,T,IE,2010-01-01,0
R_PN_WK,T,IE,2011-01-01,0
R_PN_WK,T,IE,2012-01-01,0
R_PN_WK,T,IE,2013-01-01,
R_PN_WK,T,IE,2014-01-01,0
R_PN_WK,T,IE,2015-01-01,
R_PN_WK,T,IE,2016-01-01,0
R_PN_WK,T,IE,2017-01-01,
R_PN_WK,T,IS,2006-01-01,0
R_PN_WK,T,IS,2007-01-01,0
R_PN_WK,T,IS,2008-01-01,0
R_PN_WK,T,IS,2009-01-01,0
R_PN_WK,T,IS,2010-01-01,0
R_PN_WK,T,IS,2011-01-01,0
R_PN_WK,T,IS,2012-01-01,0
R_PN_WK,T,IS,2013-01-01,
R_PN_WK,T,IS,2014-01-01,0
R_PN_WK,T,IS,2015-01-01,
R_PN_WK,T,IS,2016-01-01,0
R_PN_WK,T,IS,2017-01-01,
R_PN_WK,T,IT,2006-01-01,0
R_PN_WK,T,IT,2007-01-01,0
R_PN_WK,T,IT,2008-01-01,0
R_PN_WK,T,IT,2009-01-01,0
R_PN_WK,T,IT,2010-01-01,0
R_PN_WK,T,IT,2011-01-01,0
R_PN_WK,T,IT,2012-01-01,0
R_PN_WK,T,IT,2013-01-01,
R_PN_WK,T,IT,2014-01-01,0
R_PN_WK,T,IT,2015-01-01,
R_PN_WK,T,IT,2016-01-01,0
R_PN_WK,T,IT,2017-01-01,0
R_PN_WK,T,LT,2006-01-01,0
R_PN_WK,T,LT,2007-01-01,0
R_PN_WK,T,LT,2008-01-01,0
R_PN_WK,T,LT,2009-01-01,0
R_PN_WK,T,LT,2010-01-01,0
R_PN_WK,T,LT,2011-01-01,0
R_PN_WK,T,LT,2012-01-01,0
R_PN_WK,T,LT,2013-01-01,
R_PN_WK,T,LT,2014-01-01,0
R_PN_WK,T,LT,2015-01-01,
R_PN_WK,T,LT,2016-01-01,0
R_PN_WK,T,LT,2017-01-01,0
R_PN_WK,T,LU,2006-01-01,0
R_PN_WK,T,LU,2007-01-01,0
R_PN_WK,T,LU,2008-01-01,0
R_PN_WK,T,LU,2009-01-01,0
R_PN_WK,T,LU,2010-01-01,0
R_PN_WK,T,LU,2011-01-01,0
R_PN_WK,T,LU,2012-01-01,0
R_PN_WK,T,LU,2013-01-01,
R_PN_WK,T,LU,2014-01-01,0
R_PN_WK,T,LU,2015-01-01,
R_PN_WK,T,LU,2016-01-01,0
R_PN_WK,T,LU,2017-01-01,0
R_PN_WK,T,LV,2006-01-01,0
R_PN_WK,T,LV,2007-01-01,0
R_PN_WK,T,LV,2008-01-01,0
R_PN_WK,T,LV,2009-01-01,0
R_PN_WK,T,LV,2010-01-01,0
R_PN_WK,T,LV,2011-01-01,0
R_PN_WK,T,LV,2012-01-01,0
R_PN_WK,T,LV,2013-01-01,
R_PN_WK,T,LV,2014-01-01,0
R_PN_WK,T,LV,2015-01-01,
R_PN_WK,T,LV,2016-01-01,0
R_PN_WK,T,LV,2017-01-01,0
R_PN_WK,T,MK,2006-01-01,
R_PN_WK,T,MK,2007-01-01,
R_PN_WK,T,MK,2008-01-01,
R_PN_WK,T,MK,2009-01-01,
R_PN_WK,T,MK,2010-01-01,
R_PN_WK,T,MK,2011-01-01,
R_PN_WK,T,MK,2012-01-01,0
R_PN_WK,T,MK,2013-01-01,
R_PN_WK,T,MK,2014-01-01,0
R_PN_WK,T,MK,2015-01-01,
R_PN_WK,T,MK,2016-01-01,0
R_PN_WK,T,MK,2017-01-01,
R_PN_WK,T,MT,2006-01-01,0
R_PN_WK,T,MT,2007-01-01,0
R_PN_WK,T,MT,2008-01-01,0
R_PN_WK,T,MT,2009-01-01,0
R_PN_WK,T,MT,2010-01-01,0
R_PN_WK,T,MT,2011-01-01,0
R_PN_WK,T,MT,2012-01-01,0
R_PN_WK,T,MT,2013-01-01,
R_PN_WK,T,MT,2014-01-01,0
R_PN_WK,T,MT,2015-01-01,
R_PN_WK,T,MT,2016-01-01,0
R_PN_WK,T,MT,2017-01-01,0
R_PN_WK,T,NL,2006-01-01,0
R_PN_WK,T,NL,2007-01-01,0
R_PN_WK,T,NL,2008-01-01,0
R_PN_WK,T,NL,2009-01-01,0
R_PN_WK,T,NL,2010-01-01,0
R_PN_WK,T,NL,2011-01-01,0
R_PN_WK,T,NL,2012-01-01,0
R_PN_WK,T,NL,2013-01-01,
R_PN_WK,T,NL,2014-01-01,0
R_PN_WK,T,NL,2015-01-01,
R_PN_WK,T,NL,2016-01-01,0
R_PN_WK,T,NL,2017-01-01,0
R_PN_WK,T,NO,2006-01-01,0
R_PN_WK,T,NO,2007-01-01,0
R_PN_WK,T,NO,2008-01-01,0
R_PN_WK,T,NO,2009-01-01,0
R_PN_WK,T,NO,2010-01-01,0
R_PN_WK,T,NO,2011-01-01,0
R_PN_WK,T,NO,2012-01-01,0
R_PN_WK,T,NO,2013-01-01,
R_PN_WK,T,NO,2014-01-01,0
R_PN_WK,T,NO,2015-01-01,
R_PN_WK,T,NO,2016-01-01,0
R_PN_WK,T,NO,2017-01-01,0
R_PN_WK,T,PL,2006-01-01,0
R_PN_WK,T,PL,2007-01-01,0
R_PN_WK,T,PL,2008-01-01,0
R_PN_WK,T,PL,2009-01-01,0
R_PN_WK,T,PL,2010-01-01,0
R_PN_WK,T,PL,2011-01-01,0
R_PN_WK,T,PL,2012-01-01,0
R_PN_WK,T,PL,2013-01-01,
R_PN_WK,T,PL,2014-01-01,0
R_PN_WK,T,PL,2015-01-01,
R_PN_WK,T,PL,2016-01-01,0
R_PN_WK,T,PL,2017-01-01,0
R_PN_WK,T,PT,2006-01-01,0
R_PN_WK,T,PT,2007-01-01,0
R_PN_WK,T,PT,2008-01-01,0
