s_adj,age,sex,unit,geo\time,date,value
SA,Y_LT25,M,PC_ACT,SI,2018-02-01,8.2 
SA,Y_LT25,M,PC_ACT,SI,2018-03-01,8.2 
SA,Y_LT25,M,PC_ACT,SI,2018-04-01,7.9 
SA,Y_LT25,M,PC_ACT,SI,2018-05-01,7.9 
SA,Y_LT25,M,PC_ACT,SI,2018-06-01,7.9 
SA,Y_LT25,M,PC_ACT,SI,2018-07-01,: 
SA,Y_LT25,M,PC_ACT,SI,2018-08-01,: 
SA,Y_LT25,M,PC_ACT,SI,2018-09-01,: 
SA,Y_LT25,M,PC_ACT,SK,2017-10-01,17.7 
SA,Y_LT25,M,PC_ACT,SK,2017-11-01,17.2 
SA,Y_LT25,M,PC_ACT,SK,2017-12-01,17.2 
SA,Y_LT25,M,PC_ACT,SK,2018-01-01,17.6 
SA,Y_LT25,M,PC_ACT,SK,2018-02-01,17.2 
SA,Y_LT25,M,PC_ACT,SK,2018-03-01,16.3 
SA,Y_LT25,M,PC_ACT,SK,2018-04-01,14.8 
SA,Y_LT25,M,PC_ACT,SK,2018-05-01,13.7 
SA,Y_LT25,M,PC_ACT,SK,2018-06-01,12.9 
SA,Y_LT25,M,PC_ACT,SK,2018-07-01,12.4 
SA,Y_LT25,M,PC_ACT,SK,2018-08-01,12.1 
SA,Y_LT25,M,PC_ACT,SK,2018-09-01,: 
SA,Y_LT25,M,PC_ACT,UK,2017-10-01,13.2 
SA,Y_LT25,M,PC_ACT,UK,2017-11-01,13.3 
SA,Y_LT25,M,PC_ACT,UK,2017-12-01,12.8 
SA,Y_LT25,M,PC_ACT,UK,2018-01-01,12.6 
SA,Y_LT25,M,PC_ACT,UK,2018-02-01,12.6 
SA,Y_LT25,M,PC_ACT,UK,2018-03-01,12.5 
SA,Y_LT25,M,PC_ACT,UK,2018-04-01,12.2 
SA,Y_LT25,M,PC_ACT,UK,2018-05-01,11.7 
SA,Y_LT25,M,PC_ACT,UK,2018-06-01,11.7 
SA,Y_LT25,M,PC_ACT,UK,2018-07-01,11.8 
SA,Y_LT25,M,PC_ACT,UK,2018-08-01,: 
SA,Y_LT25,M,PC_ACT,UK,2018-09-01,: 
SA,Y_LT25,M,PC_ACT,US,2017-10-01,10.2 
SA,Y_LT25,M,PC_ACT,US,2017-11-01,10.9 
SA,Y_LT25,M,PC_ACT,US,2017-12-01,9.7 
SA,Y_LT25,M,PC_ACT,US,2018-01-01,9.9 
SA,Y_LT25,M,PC_ACT,US,2018-02-01,10.0 
SA,Y_LT25,M,PC_ACT,US,2018-03-01,9.5 
SA,Y_LT25,M,PC_ACT,US,2018-04-01,9.8 
SA,Y_LT25,M,PC_ACT,US,2018-05-01,10.1 
SA,Y_LT25,M,PC_ACT,US,2018-06-01,10.0 
SA,Y_LT25,M,PC_ACT,US,2018-07-01,9.6 
SA,Y_LT25,M,PC_ACT,US,2018-08-01,9.5 
SA,Y_LT25,M,PC_ACT,US,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,AT,2017-10-01,9.8 
SA,Y_LT25,T,PC_ACT,AT,2017-11-01,10.0 
SA,Y_LT25,T,PC_ACT,AT,2017-12-01,9.5 
SA,Y_LT25,T,PC_ACT,AT,2018-01-01,9.3 
SA,Y_LT25,T,PC_ACT,AT,2018-02-01,9.9 
SA,Y_LT25,T,PC_ACT,AT,2018-03-01,9.9 
SA,Y_LT25,T,PC_ACT,AT,2018-04-01,9.7 
SA,Y_LT25,T,PC_ACT,AT,2018-05-01,9.7 
SA,Y_LT25,T,PC_ACT,AT,2018-06-01,9.6 
SA,Y_LT25,T,PC_ACT,AT,2018-07-01,8.9 
SA,Y_LT25,T,PC_ACT,AT,2018-08-01,8.4 
SA,Y_LT25,T,PC_ACT,AT,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,BE,2017-10-01,16.5 
SA,Y_LT25,T,PC_ACT,BE,2017-11-01,16.5 
SA,Y_LT25,T,PC_ACT,BE,2017-12-01,16.5 
SA,Y_LT25,T,PC_ACT,BE,2018-01-01,17.0 
SA,Y_LT25,T,PC_ACT,BE,2018-02-01,17.0 
SA,Y_LT25,T,PC_ACT,BE,2018-03-01,17.0 
SA,Y_LT25,T,PC_ACT,BE,2018-04-01,19.1 
SA,Y_LT25,T,PC_ACT,BE,2018-05-01,19.1 
SA,Y_LT25,T,PC_ACT,BE,2018-06-01,19.1 
SA,Y_LT25,T,PC_ACT,BE,2018-07-01,: 
SA,Y_LT25,T,PC_ACT,BE,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,BE,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,BG,2017-10-01,11.8 
SA,Y_LT25,T,PC_ACT,BG,2017-11-01,11.5 
SA,Y_LT25,T,PC_ACT,BG,2017-12-01,11.6 
SA,Y_LT25,T,PC_ACT,BG,2018-01-01,12.1 
SA,Y_LT25,T,PC_ACT,BG,2018-02-01,12.7 
SA,Y_LT25,T,PC_ACT,BG,2018-03-01,13.7 
SA,Y_LT25,T,PC_ACT,BG,2018-04-01,14.6 
SA,Y_LT25,T,PC_ACT,BG,2018-05-01,15.1 
SA,Y_LT25,T,PC_ACT,BG,2018-06-01,14.9 
SA,Y_LT25,T,PC_ACT,BG,2018-07-01,14.6 
SA,Y_LT25,T,PC_ACT,BG,2018-08-01,13.8 
SA,Y_LT25,T,PC_ACT,BG,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,CY,2017-10-01,23.0 
SA,Y_LT25,T,PC_ACT,CY,2017-11-01,23.0 
SA,Y_LT25,T,PC_ACT,CY,2017-12-01,23.0 
SA,Y_LT25,T,PC_ACT,CY,2018-01-01,22.2 
SA,Y_LT25,T,PC_ACT,CY,2018-02-01,22.2 
SA,Y_LT25,T,PC_ACT,CY,2018-03-01,22.2 
SA,Y_LT25,T,PC_ACT,CY,2018-04-01,19.0 
SA,Y_LT25,T,PC_ACT,CY,2018-05-01,19.0 
SA,Y_LT25,T,PC_ACT,CY,2018-06-01,19.0 
SA,Y_LT25,T,PC_ACT,CY,2018-07-01,: 
SA,Y_LT25,T,PC_ACT,CY,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,CY,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,CZ,2017-10-01,6.5 
SA,Y_LT25,T,PC_ACT,CZ,2017-11-01,5.0 
SA,Y_LT25,T,PC_ACT,CZ,2017-12-01,5.7 
SA,Y_LT25,T,PC_ACT,CZ,2018-01-01,6.5 
SA,Y_LT25,T,PC_ACT,CZ,2018-02-01,7.4 
SA,Y_LT25,T,PC_ACT,CZ,2018-03-01,7.2 
SA,Y_LT25,T,PC_ACT,CZ,2018-04-01,8.3 
SA,Y_LT25,T,PC_ACT,CZ,2018-05-01,8.2 
SA,Y_LT25,T,PC_ACT,CZ,2018-06-01,7.7 
SA,Y_LT25,T,PC_ACT,CZ,2018-07-01,6.4 
SA,Y_LT25,T,PC_ACT,CZ,2018-08-01,6.3 
SA,Y_LT25,T,PC_ACT,CZ,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,DE,2017-10-01,6.5 
SA,Y_LT25,T,PC_ACT,DE,2017-11-01,6.5 
SA,Y_LT25,T,PC_ACT,DE,2017-12-01,6.4 
SA,Y_LT25,T,PC_ACT,DE,2018-01-01,6.4 
SA,Y_LT25,T,PC_ACT,DE,2018-02-01,6.4 
SA,Y_LT25,T,PC_ACT,DE,2018-03-01,6.4 
SA,Y_LT25,T,PC_ACT,DE,2018-04-01,6.3 
SA,Y_LT25,T,PC_ACT,DE,2018-05-01,6.3 
SA,Y_LT25,T,PC_ACT,DE,2018-06-01,6.3 
SA,Y_LT25,T,PC_ACT,DE,2018-07-01,6.3 
SA,Y_LT25,T,PC_ACT,DE,2018-08-01,6.2 
SA,Y_LT25,T,PC_ACT,DE,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,DK,2017-10-01,9.8 
SA,Y_LT25,T,PC_ACT,DK,2017-11-01,9.6 
SA,Y_LT25,T,PC_ACT,DK,2017-12-01,10.1 
SA,Y_LT25,T,PC_ACT,DK,2018-01-01,9.7 
SA,Y_LT25,T,PC_ACT,DK,2018-02-01,9.9 
SA,Y_LT25,T,PC_ACT,DK,2018-03-01,9.4 
SA,Y_LT25,T,PC_ACT,DK,2018-04-01,10.3 
SA,Y_LT25,T,PC_ACT,DK,2018-05-01,9.3 
SA,Y_LT25,T,PC_ACT,DK,2018-06-01,9.3 
SA,Y_LT25,T,PC_ACT,DK,2018-07-01,9.4 
SA,Y_LT25,T,PC_ACT,DK,2018-08-01,9.9 
SA,Y_LT25,T,PC_ACT,DK,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EA,2017-10-01,18.2 
SA,Y_LT25,T,PC_ACT,EA,2017-11-01,17.9 
SA,Y_LT25,T,PC_ACT,EA,2017-12-01,17.8 
SA,Y_LT25,T,PC_ACT,EA,2018-01-01,17.6 
SA,Y_LT25,T,PC_ACT,EA,2018-02-01,17.7 
SA,Y_LT25,T,PC_ACT,EA,2018-03-01,17.3 
SA,Y_LT25,T,PC_ACT,EA,2018-04-01,17.2 
SA,Y_LT25,T,PC_ACT,EA,2018-05-01,16.9 
SA,Y_LT25,T,PC_ACT,EA,2018-06-01,16.9 
SA,Y_LT25,T,PC_ACT,EA,2018-07-01,16.7 
SA,Y_LT25,T,PC_ACT,EA,2018-08-01,16.6 
SA,Y_LT25,T,PC_ACT,EA,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EA18,2017-10-01,18.3 
SA,Y_LT25,T,PC_ACT,EA18,2017-11-01,17.9 
SA,Y_LT25,T,PC_ACT,EA18,2017-12-01,17.8 
SA,Y_LT25,T,PC_ACT,EA18,2018-01-01,17.7 
SA,Y_LT25,T,PC_ACT,EA18,2018-02-01,17.7 
SA,Y_LT25,T,PC_ACT,EA18,2018-03-01,17.3 
SA,Y_LT25,T,PC_ACT,EA18,2018-04-01,17.2 
SA,Y_LT25,T,PC_ACT,EA18,2018-05-01,16.9 
SA,Y_LT25,T,PC_ACT,EA18,2018-06-01,16.9 
SA,Y_LT25,T,PC_ACT,EA18,2018-07-01,16.7 
SA,Y_LT25,T,PC_ACT,EA18,2018-08-01,16.6 
SA,Y_LT25,T,PC_ACT,EA18,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EA19,2017-10-01,18.2 
SA,Y_LT25,T,PC_ACT,EA19,2017-11-01,17.9 
SA,Y_LT25,T,PC_ACT,EA19,2017-12-01,17.8 
SA,Y_LT25,T,PC_ACT,EA19,2018-01-01,17.6 
SA,Y_LT25,T,PC_ACT,EA19,2018-02-01,17.7 
SA,Y_LT25,T,PC_ACT,EA19,2018-03-01,17.3 
SA,Y_LT25,T,PC_ACT,EA19,2018-04-01,17.2 
SA,Y_LT25,T,PC_ACT,EA19,2018-05-01,16.9 
SA,Y_LT25,T,PC_ACT,EA19,2018-06-01,16.9 
SA,Y_LT25,T,PC_ACT,EA19,2018-07-01,16.7 
SA,Y_LT25,T,PC_ACT,EA19,2018-08-01,16.6 
SA,Y_LT25,T,PC_ACT,EA19,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EE,2017-10-01,9.5 
SA,Y_LT25,T,PC_ACT,EE,2017-11-01,7.9 
SA,Y_LT25,T,PC_ACT,EE,2017-12-01,6.7 
SA,Y_LT25,T,PC_ACT,EE,2018-01-01,8.6 
SA,Y_LT25,T,PC_ACT,EE,2018-02-01,10.4 
SA,Y_LT25,T,PC_ACT,EE,2018-03-01,8.6 
SA,Y_LT25,T,PC_ACT,EE,2018-04-01,7.3 
SA,Y_LT25,T,PC_ACT,EE,2018-05-01,8.1 
SA,Y_LT25,T,PC_ACT,EE,2018-06-01,9.9 
SA,Y_LT25,T,PC_ACT,EE,2018-07-01,12.7 
SA,Y_LT25,T,PC_ACT,EE,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,EE,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EL,2017-10-01,41.4 
SA,Y_LT25,T,PC_ACT,EL,2017-11-01,44.4 
SA,Y_LT25,T,PC_ACT,EL,2017-12-01,43.3 
SA,Y_LT25,T,PC_ACT,EL,2018-01-01,41.9 
SA,Y_LT25,T,PC_ACT,EL,2018-02-01,46.9 
SA,Y_LT25,T,PC_ACT,EL,2018-03-01,42.2 
SA,Y_LT25,T,PC_ACT,EL,2018-04-01,40.2 
SA,Y_LT25,T,PC_ACT,EL,2018-05-01,38.7 
SA,Y_LT25,T,PC_ACT,EL,2018-06-01,38.4 
SA,Y_LT25,T,PC_ACT,EL,2018-07-01,37.9 
SA,Y_LT25,T,PC_ACT,EL,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,EL,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,ES,2017-10-01,37.3 
SA,Y_LT25,T,PC_ACT,ES,2017-11-01,36.8 
SA,Y_LT25,T,PC_ACT,ES,2017-12-01,36.6 
SA,Y_LT25,T,PC_ACT,ES,2018-01-01,36.0 
SA,Y_LT25,T,PC_ACT,ES,2018-02-01,35.7 
SA,Y_LT25,T,PC_ACT,ES,2018-03-01,35.1 
SA,Y_LT25,T,PC_ACT,ES,2018-04-01,34.6 
SA,Y_LT25,T,PC_ACT,ES,2018-05-01,34.3 
SA,Y_LT25,T,PC_ACT,ES,2018-06-01,34.2 
SA,Y_LT25,T,PC_ACT,ES,2018-07-01,33.7 
SA,Y_LT25,T,PC_ACT,ES,2018-08-01,33.6 
SA,Y_LT25,T,PC_ACT,ES,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EU27,2017-10-01,16.3 
SA,Y_LT25,T,PC_ACT,EU27,2017-11-01,16.1 
SA,Y_LT25,T,PC_ACT,EU27,2017-12-01,16.0 
SA,Y_LT25,T,PC_ACT,EU27,2018-01-01,15.7 
SA,Y_LT25,T,PC_ACT,EU27,2018-02-01,15.6 
SA,Y_LT25,T,PC_ACT,EU27,2018-03-01,15.4 
SA,Y_LT25,T,PC_ACT,EU27,2018-04-01,15.3 
SA,Y_LT25,T,PC_ACT,EU27,2018-05-01,14.9 
SA,Y_LT25,T,PC_ACT,EU27,2018-06-01,15.0 
SA,Y_LT25,T,PC_ACT,EU27,2018-07-01,14.8 
SA,Y_LT25,T,PC_ACT,EU27,2018-08-01,14.8 
SA,Y_LT25,T,PC_ACT,EU27,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,EU28,2017-10-01,16.4 
SA,Y_LT25,T,PC_ACT,EU28,2017-11-01,16.2 
SA,Y_LT25,T,PC_ACT,EU28,2017-12-01,16.1 
SA,Y_LT25,T,PC_ACT,EU28,2018-01-01,15.8 
SA,Y_LT25,T,PC_ACT,EU28,2018-02-01,15.7 
SA,Y_LT25,T,PC_ACT,EU28,2018-03-01,15.4 
SA,Y_LT25,T,PC_ACT,EU28,2018-04-01,15.3 
SA,Y_LT25,T,PC_ACT,EU28,2018-05-01,15.0 
SA,Y_LT25,T,PC_ACT,EU28,2018-06-01,15.1 
SA,Y_LT25,T,PC_ACT,EU28,2018-07-01,14.9 
SA,Y_LT25,T,PC_ACT,EU28,2018-08-01,14.8 
SA,Y_LT25,T,PC_ACT,EU28,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,FI,2017-10-01,18.9 
SA,Y_LT25,T,PC_ACT,FI,2017-11-01,18.6 
SA,Y_LT25,T,PC_ACT,FI,2017-12-01,18.3 
SA,Y_LT25,T,PC_ACT,FI,2018-01-01,18.1 
SA,Y_LT25,T,PC_ACT,FI,2018-02-01,18.0 
SA,Y_LT25,T,PC_ACT,FI,2018-03-01,18.0 
SA,Y_LT25,T,PC_ACT,FI,2018-04-01,17.7 
SA,Y_LT25,T,PC_ACT,FI,2018-05-01,17.5 
SA,Y_LT25,T,PC_ACT,FI,2018-06-01,17.3 
SA,Y_LT25,T,PC_ACT,FI,2018-07-01,17.3 
SA,Y_LT25,T,PC_ACT,FI,2018-08-01,17.5 
SA,Y_LT25,T,PC_ACT,FI,2018-09-01,17.5 
SA,Y_LT25,T,PC_ACT,FR,2017-10-01,21.5 
SA,Y_LT25,T,PC_ACT,FR,2017-11-01,21.4 
SA,Y_LT25,T,PC_ACT,FR,2017-12-01,21.5 
SA,Y_LT25,T,PC_ACT,FR,2018-01-01,21.8 
SA,Y_LT25,T,PC_ACT,FR,2018-02-01,21.7 
SA,Y_LT25,T,PC_ACT,FR,2018-03-01,21.3 
SA,Y_LT25,T,PC_ACT,FR,2018-04-01,20.8 
SA,Y_LT25,T,PC_ACT,FR,2018-05-01,20.5 
SA,Y_LT25,T,PC_ACT,FR,2018-06-01,20.4 
SA,Y_LT25,T,PC_ACT,FR,2018-07-01,20.3 
SA,Y_LT25,T,PC_ACT,FR,2018-08-01,20.2 
SA,Y_LT25,T,PC_ACT,FR,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,HR,2017-10-01,25.7 
SA,Y_LT25,T,PC_ACT,HR,2017-11-01,25.7 
SA,Y_LT25,T,PC_ACT,HR,2017-12-01,25.7 
SA,Y_LT25,T,PC_ACT,HR,2018-01-01,25.1 
SA,Y_LT25,T,PC_ACT,HR,2018-02-01,25.1 
SA,Y_LT25,T,PC_ACT,HR,2018-03-01,25.1 
SA,Y_LT25,T,PC_ACT,HR,2018-04-01,23.9 
SA,Y_LT25,T,PC_ACT,HR,2018-05-01,23.9 
SA,Y_LT25,T,PC_ACT,HR,2018-06-01,23.9 
SA,Y_LT25,T,PC_ACT,HR,2018-07-01,: 
SA,Y_LT25,T,PC_ACT,HR,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,HR,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,HU,2017-10-01,10.4 
SA,Y_LT25,T,PC_ACT,HU,2017-11-01,10.4 
SA,Y_LT25,T,PC_ACT,HU,2017-12-01,10.7 
SA,Y_LT25,T,PC_ACT,HU,2018-01-01,10.9 
SA,Y_LT25,T,PC_ACT,HU,2018-02-01,10.4 
SA,Y_LT25,T,PC_ACT,HU,2018-03-01,10.0 
SA,Y_LT25,T,PC_ACT,HU,2018-04-01,9.4 
SA,Y_LT25,T,PC_ACT,HU,2018-05-01,10.0 
SA,Y_LT25,T,PC_ACT,HU,2018-06-01,10.2 
SA,Y_LT25,T,PC_ACT,HU,2018-07-01,9.7 
SA,Y_LT25,T,PC_ACT,HU,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,HU,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,IE,2017-10-01,14.0 
SA,Y_LT25,T,PC_ACT,IE,2017-11-01,13.4 
SA,Y_LT25,T,PC_ACT,IE,2017-12-01,13.2 
SA,Y_LT25,T,PC_ACT,IE,2018-01-01,13.5 
SA,Y_LT25,T,PC_ACT,IE,2018-02-01,13.6 
SA,Y_LT25,T,PC_ACT,IE,2018-03-01,13.9 
SA,Y_LT25,T,PC_ACT,IE,2018-04-01,14.0 
SA,Y_LT25,T,PC_ACT,IE,2018-05-01,14.2 
SA,Y_LT25,T,PC_ACT,IE,2018-06-01,14.2 
SA,Y_LT25,T,PC_ACT,IE,2018-07-01,14.4 
SA,Y_LT25,T,PC_ACT,IE,2018-08-01,13.9 
SA,Y_LT25,T,PC_ACT,IE,2018-09-01,12.9 
SA,Y_LT25,T,PC_ACT,IS,2017-10-01,7.3 
SA,Y_LT25,T,PC_ACT,IS,2017-11-01,7.2 
SA,Y_LT25,T,PC_ACT,IS,2017-12-01,7.0 
SA,Y_LT25,T,PC_ACT,IS,2018-01-01,6.9 
SA,Y_LT25,T,PC_ACT,IS,2018-02-01,6.8 
SA,Y_LT25,T,PC_ACT,IS,2018-03-01,6.8 
SA,Y_LT25,T,PC_ACT,IS,2018-04-01,6.9 
SA,Y_LT25,T,PC_ACT,IS,2018-05-01,7.0 
SA,Y_LT25,T,PC_ACT,IS,2018-06-01,7.1 
SA,Y_LT25,T,PC_ACT,IS,2018-07-01,7.2 
SA,Y_LT25,T,PC_ACT,IS,2018-08-01,7.2 
SA,Y_LT25,T,PC_ACT,IS,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,IT,2017-10-01,34.5 
SA,Y_LT25,T,PC_ACT,IT,2017-11-01,33.3 
SA,Y_LT25,T,PC_ACT,IT,2017-12-01,32.9 
SA,Y_LT25,T,PC_ACT,IT,2018-01-01,32.5 
SA,Y_LT25,T,PC_ACT,IT,2018-02-01,33.3 
SA,Y_LT25,T,PC_ACT,IT,2018-03-01,31.6 
SA,Y_LT25,T,PC_ACT,IT,2018-04-01,32.6 
SA,Y_LT25,T,PC_ACT,IT,2018-05-01,31.3 
SA,Y_LT25,T,PC_ACT,IT,2018-06-01,31.7 
SA,Y_LT25,T,PC_ACT,IT,2018-07-01,30.8 
SA,Y_LT25,T,PC_ACT,IT,2018-08-01,31.0 
SA,Y_LT25,T,PC_ACT,IT,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,JP,2017-10-01,4.5 
SA,Y_LT25,T,PC_ACT,JP,2017-11-01,4.3 
SA,Y_LT25,T,PC_ACT,JP,2017-12-01,4.6 
SA,Y_LT25,T,PC_ACT,JP,2018-01-01,3.3 
SA,Y_LT25,T,PC_ACT,JP,2018-02-01,4.2 
SA,Y_LT25,T,PC_ACT,JP,2018-03-01,3.8 
SA,Y_LT25,T,PC_ACT,JP,2018-04-01,3.8 
SA,Y_LT25,T,PC_ACT,JP,2018-05-01,3.4 
SA,Y_LT25,T,PC_ACT,JP,2018-06-01,3.8 
SA,Y_LT25,T,PC_ACT,JP,2018-07-01,3.8 
SA,Y_LT25,T,PC_ACT,JP,2018-08-01,4.1 
SA,Y_LT25,T,PC_ACT,JP,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,LT,2017-10-01,12.9 
SA,Y_LT25,T,PC_ACT,LT,2017-11-01,13.0 
SA,Y_LT25,T,PC_ACT,LT,2017-12-01,13.4 
SA,Y_LT25,T,PC_ACT,LT,2018-01-01,12.4 
SA,Y_LT25,T,PC_ACT,LT,2018-02-01,12.2 
SA,Y_LT25,T,PC_ACT,LT,2018-03-01,12.6 
SA,Y_LT25,T,PC_ACT,LT,2018-04-01,11.0 
SA,Y_LT25,T,PC_ACT,LT,2018-05-01,10.8 
SA,Y_LT25,T,PC_ACT,LT,2018-06-01,11.2 
SA,Y_LT25,T,PC_ACT,LT,2018-07-01,12.4 
SA,Y_LT25,T,PC_ACT,LT,2018-08-01,12.2 
SA,Y_LT25,T,PC_ACT,LT,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,LU,2017-10-01,13.9 
SA,Y_LT25,T,PC_ACT,LU,2017-11-01,14.1 
SA,Y_LT25,T,PC_ACT,LU,2017-12-01,14.4 
SA,Y_LT25,T,PC_ACT,LU,2018-01-01,14.0 
SA,Y_LT25,T,PC_ACT,LU,2018-02-01,13.7 
SA,Y_LT25,T,PC_ACT,LU,2018-03-01,13.7 
SA,Y_LT25,T,PC_ACT,LU,2018-04-01,13.8 
SA,Y_LT25,T,PC_ACT,LU,2018-05-01,13.9 
SA,Y_LT25,T,PC_ACT,LU,2018-06-01,13.8 
SA,Y_LT25,T,PC_ACT,LU,2018-07-01,13.4 
SA,Y_LT25,T,PC_ACT,LU,2018-08-01,13.5 
SA,Y_LT25,T,PC_ACT,LU,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,LV,2017-10-01,17.5 
SA,Y_LT25,T,PC_ACT,LV,2017-11-01,17.9 
SA,Y_LT25,T,PC_ACT,LV,2017-12-01,17.3 
SA,Y_LT25,T,PC_ACT,LV,2018-01-01,16.3 
SA,Y_LT25,T,PC_ACT,LV,2018-02-01,14.7 
SA,Y_LT25,T,PC_ACT,LV,2018-03-01,13.5 
SA,Y_LT25,T,PC_ACT,LV,2018-04-01,12.1 
SA,Y_LT25,T,PC_ACT,LV,2018-05-01,11.2 
SA,Y_LT25,T,PC_ACT,LV,2018-06-01,10.4 
SA,Y_LT25,T,PC_ACT,LV,2018-07-01,9.4 
SA,Y_LT25,T,PC_ACT,LV,2018-08-01,8.4 
SA,Y_LT25,T,PC_ACT,LV,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,MT,2017-10-01,11.8 
SA,Y_LT25,T,PC_ACT,MT,2017-11-01,11.7 
SA,Y_LT25,T,PC_ACT,MT,2017-12-01,11.4 
SA,Y_LT25,T,PC_ACT,MT,2018-01-01,9.6 
SA,Y_LT25,T,PC_ACT,MT,2018-02-01,8.1 
SA,Y_LT25,T,PC_ACT,MT,2018-03-01,8.1 
SA,Y_LT25,T,PC_ACT,MT,2018-04-01,7.4 
SA,Y_LT25,T,PC_ACT,MT,2018-05-01,7.4 
SA,Y_LT25,T,PC_ACT,MT,2018-06-01,8.5 
SA,Y_LT25,T,PC_ACT,MT,2018-07-01,9.1 
SA,Y_LT25,T,PC_ACT,MT,2018-08-01,8.8 
SA,Y_LT25,T,PC_ACT,MT,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,NL,2017-10-01,7.9 
SA,Y_LT25,T,PC_ACT,NL,2017-11-01,7.8 
SA,Y_LT25,T,PC_ACT,NL,2017-12-01,8.0 
SA,Y_LT25,T,PC_ACT,NL,2018-01-01,7.4 
SA,Y_LT25,T,PC_ACT,NL,2018-02-01,7.2 
SA,Y_LT25,T,PC_ACT,NL,2018-03-01,7.0 
SA,Y_LT25,T,PC_ACT,NL,2018-04-01,6.9 
SA,Y_LT25,T,PC_ACT,NL,2018-05-01,6.9 
SA,Y_LT25,T,PC_ACT,NL,2018-06-01,7.2 
SA,Y_LT25,T,PC_ACT,NL,2018-07-01,7.3 
SA,Y_LT25,T,PC_ACT,NL,2018-08-01,7.7 
SA,Y_LT25,T,PC_ACT,NL,2018-09-01,7.5 
SA,Y_LT25,T,PC_ACT,NO,2017-10-01,10.3 
SA,Y_LT25,T,PC_ACT,NO,2017-11-01,10.2 
SA,Y_LT25,T,PC_ACT,NO,2017-12-01,9.8 
SA,Y_LT25,T,PC_ACT,NO,2018-01-01,9.3 
SA,Y_LT25,T,PC_ACT,NO,2018-02-01,8.6 
SA,Y_LT25,T,PC_ACT,NO,2018-03-01,9.1 
SA,Y_LT25,T,PC_ACT,NO,2018-04-01,9.1 
SA,Y_LT25,T,PC_ACT,NO,2018-05-01,9.8 
SA,Y_LT25,T,PC_ACT,NO,2018-06-01,9.9 
SA,Y_LT25,T,PC_ACT,NO,2018-07-01,10.2 
SA,Y_LT25,T,PC_ACT,NO,2018-08-01,: 
SA,Y_LT25,T,PC_ACT,NO,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,PL,2017-10-01,14.6 
SA,Y_LT25,T,PC_ACT,PL,2017-11-01,14.3 
SA,Y_LT25,T,PC_ACT,PL,2017-12-01,13.5 
SA,Y_LT25,T,PC_ACT,PL,2018-01-01,12.5 
SA,Y_LT25,T,PC_ACT,PL,2018-02-01,11.7 
SA,Y_LT25,T,PC_ACT,PL,2018-03-01,11.4 
SA,Y_LT25,T,PC_ACT,PL,2018-04-01,11.4 
SA,Y_LT25,T,PC_ACT,PL,2018-05-01,11.2 
SA,Y_LT25,T,PC_ACT,PL,2018-06-01,10.8 
SA,Y_LT25,T,PC_ACT,PL,2018-07-01,10.2 
SA,Y_LT25,T,PC_ACT,PL,2018-08-01,9.7 
SA,Y_LT25,T,PC_ACT,PL,2018-09-01,: 
SA,Y_LT25,T,PC_ACT,PT,2017-10-01,24.6 
SA,Y_LT25,T,PC_ACT,PT,2017-11-01,22.8 
SA,Y_LT25,T,PC_ACT,PT,2017-12-01,22.1 
SA,Y_LT25,T,PC_ACT,PT,2018-01-01,21.5 
SA,Y_LT25,T,PC_ACT,PT,2018-02-01,21.1 
SA,Y_LT25,T,PC_ACT,PT,2018-03-01,21.8 
SA,Y_LT25,T,PC_ACT,PT,2018-04-01,20.5 
SA,Y_LT25,T,PC_ACT,PT,2018-05-01,20.5 
